Genes	Bin_1	Bin_2	Bin_3	Bin_4	Bin_5	Bin_6	Bin_7	Bin_8	Bin_9	Bin_10	adj.P.Val
FBLN5	0.04049324773675174	0.08592311649609698	0.11286177086921001	0.06902371799108153	0.024740044398985694	0.16848411579203196	0.04526398946714077	0.17129018028186418	0.13225899108108696	0.14966082588575014	0.10544162128935677
FBN1	0.06880587685202386	0.06966343052952918	0.09714153528647124	0.09555404500383932	0.0461568115855376	0.1794360450519423	0.060606637729598595	0.16564290906671233	0.09975880158348857	0.117233907310857	0.1839131693183104
FBP1	0.10390248652410777	0.0887270302239059	0.09901176729377194	0.08950899015812833	0.10118867023317815	0.08898854385552034	0.12369592151594418	0.1082450218986191	0.11386334805505575	0.08286822024176858	0.5458394515625137
FBP2	0.11372310585081934	0.08533388092993852	0.08750452307064954	0.09602781981271771	0.11248328247263881	0.086430835638684	0.10919163398454074	0.10942306863029697	0.09318685447413946	0.10669499513557487	0.0014159900861538072
FBXL20	0.11951312413105407	0.127261218671135	0.0799513502814466	0.0926078963372171	0.09880626019134787	0.1004636225568873	0.08815548350859702	0.09636185397766174	0.06516511715380197	0.13171407319085127	0.16640292312526886
FBXL4	0.11553467597191054	0.11596800520767096	0.11731609353723722	0.08857064502578635	0.13069386700814975	0.10680027972561691	0.09367659320347406	0.09041257538373038	0.04114587775956218	0.09988138717686161	0.37368256726038546
FBXL8	0.0881067381766645	0.0836992752912596	0.09314462398447056	0.08132207945071833	0.11363330527118128	0.1203632623451485	0.0965576875979297	0.08720325191925175	0.09968200907176258	0.13628776689161318	0.19640649893952408
FBXO17	0.072250222455049265	0.08422762645806092	0.08129653582908233	0.11459631428825594	0.08203147385081011	0.11009464241720325	0.08678565484472951	0.08842807775316516	0.12792861993170232	0.15236083217194116	0.4845220453432167
FBXO22	0.08069047570478897	0.09590456695340774	0.09588108898105491	0.10108109056446538	0.12522735839456095	0.10105292376652956	0.12248508452276675	0.0847583425541872	0.09239254283129616	0.10052652572694232	0.031300824620329945
FBXO3	0.09769423033670178	0.10389735176553608	0.09454300374130359	0.09336811157747854	0.11955994127798221	0.0804281040378708	0.08536490659598144	0.09601638913973991	0.12954217086361403	0.09958579066379167	0.3740575741679082
FBXO38	0.1058573943943496	0.10802954011559597	0.12812284825001458	0.09074025885747561	0.15587456194569355	0.07298607398919761	0.07626064469724778	0.07687166896897112	0.12003317282167211	0.065223835959782	0.07999306964785677
FBXO39	0.1309589441779762	0.08490955023592192	0.09414467635680693	0.06344261728952486	0.17183725228848412	0.11544388399747253	0.0873679855157412	0.09359090855615111	0.045869186650386626	0.11243499493153446	0.0624723598825795
FBXO4	0.10142094543043953	0.10607410181160926	0.09327783991377935	0.0829178512194356	0.12215187181753762	0.11831756382839463	0.12618880012167147	0.09029652940268787	0.0827519338633376	0.07660256259110712	0.3112629131244188
FBXO6	0.09227671410717207	0.10146537882337908	0.05983388226648647	0.0880193194342857	0.1494598907081853	0.1040474000379064	0.11995214398181754	0.12077552473621253	0.08235274851857895	0.08181699738597599	0.5540715971757818
FBXO7	0.09795540533599924	0.10194695128900284	0.09849605406761833	0.08603420161282781	0.10512137206627897	0.1054312989080519	0.11053115973085612	0.0992004535789704	0.09209572532427475	0.10318737808611964	0.8738598715747602
FCER1G	0.13127673094500086	0.12867852966748922	0.09496707265645572	0.12385925202008542	0.0774892647392329	0.10683654912370835	0.07420915761835754	0.12084803594698597	0.08499703355140809	0.056838373731275975	0.008181724463547611
FCGBP	0.11576997904433305	0.05176340283386495	0.051617618572102675	0.09040137823910797	0.13604255894513823	0.06550920752158021	0.0635823557570198	0.12596155456147504	0.08184888956448562	0.21750305496089256	NA
FCGR3A	0.13582514215013813	0.11814811484506738	0.07343449431797586	0.08140554435181423	0.05837738003052383	0.10744893294812562	0.04714567792079092	0.14071024943749716	0.09414692116009075	0.14335754283797614	0.038075384318352785
FCGRT	0.11184298864826299	0.11003166633250148	0.07885377126483742	0.08751482888012146	0.10525308730380686	0.10929318676132735	0.10468990379944781	0.05555251182266146	0.11764414993931914	0.11932390524771402	0.056616249868931746
FCSK	0.09179560617522253	0.10238298501230851	0.09374418785909594	0.0900952778325508	0.1101657054189273	0.07618276594558629	0.09323318865115106	0.11181252835247599	0.096148244717837	0.1344395100348446	0.5108295690860426
FDFT1	0.08312744368521753	0.09013493074422595	0.09955704974270141	0.10995447459242423	0.11413947460657832	0.08411464173439633	0.1265954661139515	0.09020163497981795	0.09573650615159551	0.10643837764909125	5.135388660798907e-4
FDPS	0.08427140540500949	0.09555754662628385	0.08038626855604165	0.08718650539793744	0.16776420721867857	0.08685432975138879	0.1295470544769543	0.07799591803670368	0.07648377435753097	0.11395299017347126	0.09276308107932069
FDX1	0.10212514649344585	0.10715581957335889	0.10966081399250871	0.11585710841638536	0.09246216945627177	0.1061885544176024	0.09993969459136332	0.09521692668083295	0.09098233890939007	0.08041142746884068	0.5167671419226302
FDX2	0.08501037929419919	0.07112488267359719	0.10617256909808055	0.09166750201062125	0.11049613129633713	0.0813820317563805	0.08373540629722948	0.19083369577200976	0.10825064936434703	0.07132675243719798	0.19069732352564958
FDXR	0.09388462967318292	0.0909284508477959	0.10655277202759357	0.10680964485482553	0.09606180526205797	0.12357407529288478	0.09188303210287556	0.109622442228419	0.10372644640838145	0.07695670130198336	0.20213088277085503
FECH	0.09494595828240943	0.08696752022196912	0.11602179758311991	0.10104942740037487	0.08530031327235556	0.11050790185526949	0.0921618975951081	0.11746712476220351	0.10645071221976807	0.08912734680742186	0.14955127443834967
FERMT2	0.1131748710947386	0.111630195437065	0.10831276770463964	0.09756074467405892	0.0772578071093214	0.10843705198383569	0.09344149851865664	0.1039192642288148	0.09148643793925779	0.09477936130961157	0.0016528094937502866
FERMT3	0.12441134333307702	0.10921184226185975	0.10255187402787992	0.11087344780465135	0.06707740084489225	0.09315138877443749	0.0792252524610953	0.12793502691385716	0.07476748988453286	0.11079493369371692	0.03730831822174202
FETUB	0.05835719584784711	0.06993097860280541	0.09033825299044142	0.09517417653696973	0.08357933375136194	0.10705830615226283	0.11896872836818	0.12146966447525988	0.09121544037863735	0.1639079228962344	4.066659486789592e-5
FGA	0.10480084858992866	0.10012505312323373	0.0950118586767603	0.10533574036164108	0.06999872998849317	0.13798859121518342	0.07552219528981777	0.08297309939024003	0.10761599187576895	0.12062789148893288	0.41455335990544845
FGB	0.09328447365586015	0.09724679079848227	0.07999693940567566	0.09192153845256584	0.07989490894226245	0.13494643090500613	0.07907566992890293	0.10157677904104193	0.1108037008981766	0.13125276797202595	6.498405919529843e-4
FGD4	0.10323261381171758	0.11950213438161075	0.09556420123974406	0.08343817623534579	0.10258529474312592	0.08534586469443316	0.0974588034016857	0.1202455081231674	0.08089633426745649	0.11173106910171311	0.8832639154956778
FGFR3	0.12575349072743747	0.0954258470750168	0.10833835609950247	0.11358786869605836	0.07983947319473732	0.16161650253297138	0.11258991090786782	0.10008563287699036	0.033116903322041744	0.06964601456737622	0.14240778810186835
FGG	0.09093682090169379	0.09124176227482944	0.09006268167736559	0.08834158506082905	0.07875555795303349	0.1339998870563314	0.09564925941672556	0.09210052532832955	0.098159219852776	0.1407527004780861	0.056932480976745116
FGGY	0.10962308841972807	0.11286293217649668	0.10302900581826865	0.10049345098853718	0.10677667479902167	0.08624732595402143	0.12538688583502472	0.08458787119013256	0.0716805864249576	0.0993121783938114	0.13080345034449117
FGL1	0.04834865290254441	0.07979415670846857	0.07854101445526139	0.07732826213010018	0.08640071260402934	0.18608540467070503	0.08187870243040579	0.10477161061119561	0.11008033295809912	0.1467711505291906	3.279328432370399e-7
FGL2	0.0874773198683593	0.17130676715319695	0.08441706561626729	0.12717500481757213	0.11117395132641822	0.07525312588451394	0.06380547241551186	0.14664295489109733	0.07117127805232154	0.06157705997474137	NA
FH	0.09482603778075145	0.09518792826785342	0.10320512056100045	0.1087229572249113	0.0937017839192568	0.10726355632606661	0.10796052534788263	0.11463145039843417	0.09219758815690565	0.08230305201693754	0.919468640249285
FHIP1B	0.09808556496674835	0.10060774958553313	0.10021048200326009	0.0571778433347997	0.12470918744919483	0.10547765503962714	0.11041908159131217	0.07295715592508814	0.15272091654879916	0.07763436355563731	0.31801266983859666
FHIP2A	0.10536865371597469	0.09732983582358368	0.09418093663356365	0.10624917057212005	0.10781548989262724	0.11106357718205244	0.0893042472610686	0.11425433437718974	0.08973331001278959	0.08470044452903039	0.2197577872918568
FHIT	0.0965465535973995	0.11690737759086064	0.09024097152889915	0.10825205713741182	0.08486835119809531	0.08130978442136953	0.11208428605778122	0.09540820528851256	0.08805278651043677	0.12632962666923347	0.85767850332085
FHL1	0.10911846603623429	0.1238020355672614	0.10601299289000639	0.11567431334225159	0.06073791942688872	0.10938379112449267	0.11773081461287103	0.10427935669393054	0.08046686841304714	0.07279344189301619	0.23243540773675792
FHL2	0.05348863760274161	0.06541960649912867	0.0982659583465646	0.11294550205931979	0.05556137208027962	0.08367232531752179	0.04560701202260702	0.26040181406304125	0.08275613594582773	0.14188163606296791	0.2556453682160952
FIBP	0.08723545709080652	0.10913246105961104	0.08262808463402035	0.09942932011564891	0.08372979642040905	0.08380636321295372	0.06488589133023234	0.08770579264845745	0.11801869065497905	0.18342814283288167	0.5732180530530219
FIG4	0.10508331115650688	0.10676891620135558	0.11250442079591866	0.08392430482304766	0.1183170547049496	0.122455762458003	0.09802643173824006	0.07076873714586984	0.09070334986945021	0.09144771110665849	0.7229823966290237
FIP1L1	0.1265593983880005	0.11665844028188885	0.11756884385924467	0.1000924276374003	0.11131656346816451	0.09078932544261877	0.10680307954996558	0.07169390616046843	0.07897783450407599	0.07954018070817247	0.0015946179263354589
FIS1	0.09841825409269939	0.09957474508717168	0.08442885829750349	0.11759458230398565	0.11513339334900421	0.11163899901583657	0.11270171211265605	0.09115717042585693	0.08715851450839449	0.08219377080689155	0.8728405242152182
FKBP11	0.07920073575875403	0.08240218190062154	0.09585893484297149	0.08990354053385806	0.0781718242450913	0.10979122972637635	0.12320433622832054	0.1055458491195109	0.11732944341675701	0.11859192422773888	0.2502035641853916
FKBP15	0.1008089852143331	0.08855542777601788	0.08553606629698027	0.10169126486499538	0.0749656566212687	0.11807205283064043	0.09489750147281122	0.15690844971496207	0.11283300552781873	0.06573158968017216	0.5200194581690742
FKBP1A	0.08915610947458118	0.09323876315728585	0.0969898455712609	0.11320177234883352	0.08579368086150092	0.09198521534505515	0.08866400104457663	0.13213436891735056	0.10185987003318185	0.10697637324637349	0.11980437984520392
FKBP2	0.055902861385956695	0.07717091872295924	0.07138243620575441	0.08804613818512	0.07715075925710756	0.1247610478686157	0.11559758921072648	0.10804924815677484	0.14152065993750723	0.14041834106947781	2.1370224400481568e-11
FKBP3	0.1064727215262384	0.10461134983051248	0.1077129260211757	0.11206559009575974	0.09937819169826817	0.09824074271399162	0.10238061804405538	0.08758204437122558	0.10039452365551185	0.08116129204326113	0.0011603311271472687
FKBP4	0.10461580848601704	0.11188674468903322	0.09462853128738309	0.10012662702621443	0.10141295504095424	0.08915734206696078	0.11313005261621455	0.09389223120037202	0.09274828385191362	0.09840142373493699	0.820564395740531
FKBP5	0.09968490074297566	0.09452384310491879	0.09951912586282137	0.09527043524768246	0.08952072155900252	0.11101483231638379	0.0928202050370732	0.10935915687764804	0.09619337909634972	0.1120934001551444	0.8588468352125292
FKBP7	0.057319122467966464	0.07083453456970555	0.09220221106450736	0.07998735039318063	0.09355155008788021	0.11881084114584455	0.10634375523967571	0.10664751821200591	0.10646418204525271	0.1678389347739809	3.848678020058616e-6
FKBP8	0.11115553936502406	0.09843499634634272	0.11236836534388012	0.08620811012585503	0.08921563022806032	0.10420560216045201	0.12965940146445407	0.09213589679384361	0.0984791152795931	0.07813734289249494	0.197361203145959
FKBP9	0.038001387935014834	0.0628042253669574	0.07174139256664834	0.08674928594914301	0.05860172982710182	0.10374044308254436	0.1248975898428229	0.17157705239354493	0.18265870794104574	0.0992281850951766	2.385824957469464e-6
FLAD1	0.08654842675420013	0.09393414313809972	0.09325619175371029	0.08445071192599353	0.11324602472707401	0.1275977687123012	0.10393819181258586	0.10350707302075436	0.11273713603565283	0.0807843321196281	0.5541688295091903
FLG	0.04857599956199018	0.04883005426670888	0.06249038566831823	0.09904729915987706	0.10097724258855577	0.01612055846974997	0.04297826019243131	0.1327951792035354	0.13381462702303967	0.3143703938657935	0.437556488517853
FLG2	0.04704823600465689	0.06101183058194651	0.01642643949054732	0.05976046681634545	0.0785419805234486	0.0710530554278539	0.017263016964835672	0.07114995135708417	0.1484663095177675	0.429278713315514	0.31040136154844356
FLII	0.10349334954675907	0.10235971868004577	0.10415512376673533	0.09167181814749004	0.08343122797485737	0.10286703851250582	0.09742014766735435	0.1088377165875025	0.10111014841114493	0.10465371070560485	0.4780143746479028
FLNA	0.09314189579894057	0.0939252455477843	0.08543624636291819	0.07708686812582531	0.06157039640370805	0.10296313560539362	0.0723105700597603	0.17310087294344845	0.10843908044108996	0.1320256887111313	0.8602440551618752
FLNB	0.09674436051498789	0.10536819963230236	0.10023924592065193	0.1027252446815152	0.0913062174529521	0.09894613611441323	0.10172241308470971	0.10010888097857644	0.10615139471754555	0.09668790690234555	0.37832915278796525
FLNC	0.06542194375586158	0.07610975605536521	0.08552838246940062	0.14173184095757008	0.08363149018760929	0.2569633282000022	0.061481507441238585	0.1071436673627148	0.05661642007235416	0.06537166349788344	0.7583703692225032
FLOT1	0.11176281708748116	0.1283384746417169	0.10466980093964706	0.08068624462381574	0.07572860952799694	0.1120415916257509	0.07729825776040214	0.13069483738168094	0.0856995462889043	0.09307982012260396	4.0084526844246757e-4
FLOT2	0.11804980834246158	0.11668529225979958	0.11354990340650914	0.08744014319578794	0.07568410948823541	0.09910096639618948	0.08021432963390199	0.1185816569130739	0.0902329321969355	0.10046085816710551	4.494892273930345e-5
FLVCR2	0.08541331723808043	0.10149744713943393	0.1094705059168873	0.07158522795451085	0.09499162482512219	0.08981617429350788	0.08567085436532491	0.16598016395846693	0.06265536928043546	0.13291931502823018	0.7903178674514396
FMC1	0.10666011470307303	0.11101919577353021	0.10938935795051155	0.12096221840316426	0.09775197862113692	0.10041307129642657	0.08816157772895629	0.08853679422248083	0.080825800478431	0.09627989082228933	0.11966757883200793
FMO3	0.12153926315403545	0.13133396352553003	0.0964710808641456	0.09278356559435416	0.09290197979628922	0.09671908355089524	0.10361963494803746	0.09928707621040152	0.07333849054335118	0.09200586181296007	1.7660988512703738e-4
FMO4	0.10705424876072893	0.10920038834603023	0.10368217921759927	0.08507811217072678	0.10257914519994811	0.10291423202305465	0.09939183964681995	0.08587960045441326	0.07249158553782743	0.13172866864285135	0.040568070883967605
FMO5	0.11879268289507323	0.12730785510730386	0.09939265451646401	0.08797650998768143	0.07124380826488472	0.1300181103625824	0.1111869461423748	0.07714904194933074	0.08776169249184966	0.08917069828245505	0.007177461093892621
FMR1	0.10783176947735029	0.10984722871106649	0.09429538479296254	0.10480092140206104	0.06841699035799731	0.12733858120484426	0.09128156885727605	0.1066547921925157	0.09572256915744501	0.09381019384648129	0.9658618264490648
FN1	0.08604914819047173	0.09286329654804325	0.09972497889361058	0.09258128606086015	0.07793761185555141	0.11317900096242316	0.10047967748807038	0.10546575345151613	0.11250999976492958	0.11920924678452365	0.34910179309130734
FN3K	0.10361360461762704	0.11476330846854559	0.10672133854599003	0.10875104702199907	0.09287253423383482	0.09996925649502846	0.12265564697549926	0.08867878746051344	0.08346929142323588	0.07850518475772633	0.8836037820963106
FN3KRP	0.12965355625517117	0.11745615568461296	0.11412523296451424	0.1406534892928422	0.025817306600685	0.12455221480940774	0.11220721554341391	0.0828319782884284	0.087770517596986	0.06493233296393845	0.7255274558416044
FNBP1	0.10595274354012842	0.09943437644654793	0.11512205490348446	0.09352313353103202	0.09673728213610684	0.11339152094740937	0.08533985639166423	0.08300673292531054	0.11001491185453133	0.09747738732378487	0.7485412051875353
FNBP1L	0.0762058332660149	0.10302568528981892	0.12084441983612274	0.10333182703386146	0.08962547070639944	0.06518568272490328	0.0760695110576781	0.10102817137457434	0.10766899008134032	0.15701440862928645	0.9996013758687966
FNDC3A	0.1059964730900954	0.10658445263074323	0.11047576619801656	0.10365309452026296	0.08664395329594009	0.09744807757346931	0.11880204265192647	0.09166615498009341	0.07731582093420387	0.10141416412524866	0.5692430094742026
FNTA	0.0952467613343388	0.09186068183014831	0.08989161954461178	0.10430387691313314	0.10520902562750183	0.09674133913791255	0.10833167709578602	0.12569090970154223	0.10074485825648469	0.08197925055854059	0.07463864837544885
FNTB	0.11408486140264516	0.0854271490679504	0.09530995371411041	0.09729820229532668	0.10195927182622448	0.09988234189903242	0.1098884100750057	0.15631724397940816	0.054879389215009164	0.08495317652528737	0.4363458735949621
FOCAD	0.09044781922683168	0.09504256791216972	0.09745815817278576	0.09607303509403979	0.08230658487224672	0.11115722421661815	0.075641094344628	0.1161705957493715	0.11596670667533697	0.11973621373597176	0.32229356255707226
FOXRED1	0.09044810859478473	0.10256934025392847	0.09408852824700241	0.09826485351963486	0.09925686442410703	0.10254163587174864	0.09801950828117703	0.10797363178966002	0.11342069735072803	0.0934168316672288	0.8391681111973024
FPGS	0.11731311420130261	0.11772331116170275	0.09465462785805903	0.0899098383782233	0.07769750523491212	0.11213530988263697	0.12487294513378618	0.09677578063294642	0.10921444688911272	0.059703120627317884	0.7207501737704679
FRG1	0.09233905556874918	0.09931593113523296	0.10985000473257314	0.09699547298524556	0.08172718486156538	0.0837857033617461	0.10779941995542042	0.15146708975672746	0.08659244972062168	0.09012768792211817	0.9757679907654392
FRK	0.10252430993538934	0.1035403324272413	0.10564575437741164	0.09665516633342928	0.09173769325081702	0.10372982382516298	0.1016121756104707	0.06402367769425366	0.05833336611219824	0.17219770043362587	0.26961601015499914
FRMD8	0.07986442553590488	0.0774145061814175	0.09823363440049768	0.08893546926956218	0.11329466075347189	0.12232832671667847	0.0852190598773919	0.11553687106047908	0.1007951602004973	0.11837788600409915	0.6933648010419854
FRMPD2	0.0945005231636426	0.08290494082564734	0.09624959409217464	0.10500863814930127	0.08165742662855005	0.1283989590136065	0.10727740418855777	0.11226696991872417	0.11941578966647053	0.07231975435332515	0.005023322156764666
FRYL	0.10706073081696338	0.12842243360698163	0.09773671107997041	0.0703019951118771	0.07567567482736191	0.07769205835085197	0.14638322065957549	0.1407577503041079	0.09763262260351366	0.0583368026387966	0.8375314125394356
FRZB	0.0794806408034869	0.0897469937663629	0.06684975545391934	0.09158442250034854	0.099098744044397	0.09567546297253575	0.09591302318859261	0.09648302597469073	0.12089859518561748	0.1642693361100487	0.5525499532242105
FSCN1	0.1226526848335383	0.1028866557630576	0.10458376178392427	0.09823815625075515	0.06061839248216279	0.1082130246012884	0.08088022758352037	0.12840444525785943	0.08562223074315316	0.1079004207007405	0.10668311738680002
FTCD	0.11592862165684722	0.12076711909324053	0.09984237456623964	0.0885846486549026	0.11544227668163348	0.08561367812165278	0.13723341893698413	0.06905262697784212	0.08434490113691541	0.08319033417374216	3.430176678510564e-5
FTH1	0.09861085355049529	0.08168739240356494	0.0854019792794263	0.05196654369924054	0.12268144880065793	0.054861282615875334	0.10924311778896102	0.15298183501221976	0.19557398941931328	0.04699155743024566	0.5499038173019832
FTL	0.07987542865320632	0.07083123216704619	0.09178843989927317	0.04179697755274147	0.08151144087960052	0.03610009664023556	0.09034470704067343	0.1762095538719615	0.2917311576240635	0.03981096567119836	0.4983885310891704
FTO	0.0996381225760219	0.10143025416233577	0.11433150539090975	0.10901673070977258	0.057456084766837376	0.10598613883641925	0.12168154523786254	0.08860750194654789	0.0962610226785628	0.10559109369473009	0.8756268812460077
FTSJ3	0.12016435505539044	0.1281227851500063	0.11758715954320105	0.09198444062246929	0.10621882804889397	0.08417955468889826	0.11399309637585728	0.10163408860067429	0.09261307299118546	0.043502618923423615	0.0035070855747920443
FUBP1	0.12115452318056742	0.11988410485719989	0.1071968509259729	0.1036062467122363	0.11694517256791806	0.0968752198365737	0.08529799518688874	0.08440903343959281	0.08931480111501694	0.07531605217803315	0.1790084480048352
FUBP3	0.11751528802356838	0.11841856858404616	0.0997500024536415	0.10772152045269495	0.11338703822349945	0.08024225439919709	0.08948434049482099	0.10220447083317533	0.09126743759784058	0.0800090789375156	0.0949080574821218
FUCA1	0.10693841753568574	0.08744487375774969	0.10369518518004936	0.09783304231299218	0.12226069894423787	0.08101338380199154	0.08433852474459237	0.08788966986674708	0.11767204649779506	0.11091415735815913	0.0036103133478522812
FUCA2	0.08329643170455109	0.08433346674892243	0.09616522584291522	0.09569001676325123	0.11428359405633576	0.0982393675335286	0.10556062680221154	0.08036686851708269	0.11171766686017913	0.1303467351710223	0.7316465022200652
FUNDC2	0.08384094331985645	0.10479531942325519	0.11388431950266177	0.08764921640858216	0.04761726927882944	0.0833695118318686	0.057008826041245506	0.25755520538377463	0.07320158496576824	0.09107780384415796	0.9943073524777891
FUOM	0.11290506103524948	0.11846719774015688	0.09732848721906263	0.09840547237690443	0.08362400868821875	0.09528794805602715	0.1231282827956923	0.07764822279771777	0.11458329898196937	0.07862202030900121	0.42700302545076657
FXN	0.10093457640421383	0.081231556824103407	0.11228719507001694	0.10144502895957634	0.08137207085703038	0.1157211976004126	0.088772924547163	0.12461838670489896	0.09796829404789992	0.09564876898468468	0.44955774335657156
FXR1	0.12102734330984113	0.11742485106913841	0.1042815112836573	0.10010062520525372	0.0891045906608008	0.1208357057443713	0.08622195774143616	0.07970530626600407	0.0925833738363489	0.08871473488314825	0.00516672350259718
FXR2	0.11970865252320015	0.12638428870648047	0.09227946362857603	0.11442097695962286	0.07093042660549984	0.07958550816119532	0.08464915031017292	0.10665842739859535	0.09811037924881663	0.10727272645784036	0.11911649329441901
FXYD1	0.11725798022065996	0.09711517652660293	0.10795898817736094	0.1153239046239866	0.08042462087614084	0.12098578694638629	0.09430445497060948	0.10371694410677475	0.08924061774228395	0.07367152580919425	0.2044195212959725
FYCO1	0.10451593228603376	0.10559725646523602	0.0993286955890296	0.0970099835319177	0.09377610519202291	0.10401194391209284	0.08886696468635423	0.11674447284873923	0.10090515342806435	0.08924349206050944	0.2636138166412284
FYTTD1	0.12700042552050647	0.12105660565770979	0.13171594355529603	0.08652059278126233	0.14700166033049447	0.06780549108194377	0.10345386853127485	0.10006041720794194	0.06467877599833904	0.050706219335231346	0.022356928695216487
G3BP1	0.10819271967774344	0.10295014287507388	0.10075843375942015	0.09969001206283182	0.09665865628642371	0.1036017245183904	0.09611962026440204	0.07961985195888575	0.11399552437826081	0.09841331421856803	0.016658736692147513
G6PC1	0.10285481933937572	0.08798353231006838	0.09290094901729515	0.09431102543557629	0.12716911496684602	0.10606957106429392	0.11731424644833652	0.07880696238148206	0.1173115017327095	0.0752782773040165	0.4308129465131011
G6PD	0.12144724089102842	0.07501192064908652	0.0931490603380986	0.11914283446243493	0.13615120190663307	0.09058134033279998	0.07998395627739843	0.12041380967826171	0.07412028427804006	0.08999835118621825	0.4138976021550763
GAA	0.1083714759965844	0.10355252204833174	0.09929127855839655	0.12367038646386054	0.11774012952796233	0.09323293449555387	0.08690541068779085	0.07411203744575892	0.07635567414617	0.11676815062959083	8.355272587186068e-5
GABARAP;GABARAPL1	0.10917430738324463	0.10903252065811564	0.08102835145345769	0.07624289346178129	0.11037151060509204	0.10035682498643322	0.08877395833574295	0.09852461778169332	0.10623662622814667	0.12025838910629263	0.9885821044651841
GABPA	0.11575669036466688	0.11062224080541899	0.09695604582370006	0.11428789608869289	0.1125049841427915	0.12189104384369882	0.11112912124993818	0.0728308395823634	0.06815552273298159	0.075865615365747735	0.578883564006213
GAK	0.10973985786262529	0.09787929715245092	0.11107916953875423	0.09467798237830968	0.1005300509180719	0.1111856295678457	0.09541592990702022	0.09144534270943076	0.10321192687098842	0.08483481309450282	0.38438905112236293
GALC	0.08677558207862394	0.07086592088672648	0.12831692807104478	0.07146373028010271	0.11154033082470459	0.0967323404963453	0.046609644054816164	0.10656463754815358	0.09851809915479706	0.18261278660468533	0.7570308033112771
GALE	0.11064313698398962	0.12840529064451267	0.09452310431574665	0.08644422241713767	0.08158482017995806	0.10351526944245529	0.11347510673453472	0.10918693657105125	0.10347827265315354	0.06874384005746047	0.919468640249285
GALK1	0.14403545619576852	0.14115329982534375	0.07972057098461555	0.10481981429724418	0.07545109950459389	0.07255659001235373	0.1308331575917896	0.10375541729402936	0.07985827558400141	0.06781631871026009	0.006701414783275294
GALK2	0.08951359964845465	0.11076496737215452	0.09670268298517208	0.09493286086942876	0.1017410714971409	0.12037501648663823	0.08232609457289025	0.12341274653273401	0.09546828216285778	0.08476267787252877	0.7732914501929248
GALM	0.09619161463081552	0.09413160579768676	0.08423978373402073	0.07590172947265243	0.11880074097361341	0.10932662142147774	0.10828610930584337	0.09782440773191778	0.13635575454267412	0.0789416323892981	0.13744558184502723
GALNS	0.10570957420161198	0.09787343158174155	0.10330470548874549	0.12931988846524967	0.09696721236246512	0.11889599665970743	0.09692699319229385	0.07517698395029256	0.07683755965832907	0.09898765443956335	0.06528566866012003
GALNT1	0.09311471901872437	0.08395797162225008	0.07880861291280505	0.09852681215601318	0.1204954558753649	0.06286158550848552	0.06421758427038265	0.12367536849243427	0.12204525733875385	0.15229663280478617	0.8266725411506223
GALNT2	0.12237873721832758	0.08379714035246456	0.09550603730418017	0.10581662409703317	0.10966378945538847	0.10553633103218879	0.07344491649318376	0.1054766106646249	0.09250363172954953	0.10587618165305916	1.18856453529667e-5
GALT	0.11812519298006416	0.11084323174873423	0.10093407529726948	0.11369529118272823	0.07986626018723844	0.10281386146017643	0.12829717154458492	0.08531825776695265	0.09427459545342523	0.06583206237882627	0.18186770235720692
GAMT	0.08481756295493627	0.10846000650286614	0.0710304140252157	0.08143970235500116	0.12042376009480084	0.09592278370600033	0.11182811614659938	0.15909914185246543	0.09310298619472902	0.0738755261673857	0.09857870365046005
GANAB	0.06225769478791534	0.07216379734123764	0.07665307129994649	0.08601774507640607	0.11278643749131095	0.11829565124567168	0.11080306432911224	0.11963952221956646	0.12785648581234008	0.11352653039649313	1.1131635225630922e-15
GAPDH	0.0940523015985255	0.08438948785296246	0.10644761317294527	0.09656293507586466	0.07320806983325658	0.08240202737986263	0.10218494711767938	0.11125136815009087	0.11753947161292047	0.1319617782058922	0.5692430094742026
GAPVD1	0.10407700852769385	0.10422942978396707	0.10290827535160443	0.10675848721153379	0.08865715588231601	0.10160445665935218	0.11628162325572777	0.11310951702802441	0.0831134870341661	0.07926055926561441	0.6493460429780091
GAR1	0.10360152931330462	0.0975832815228809	0.10730372304573313	0.10413540011216908	0.130357887870387	0.07195077342137773	0.0997504943418634	0.11110138232675582	0.09677451481231072	0.07744101323321759	0.0952352634061617
GARS1	0.08147213333663322	0.07932349492170855	0.09112613026147182	0.09014932015042229	0.10598745977857059	0.11889341458880971	0.0937541987649974	0.11085357134421626	0.10625727870630483	0.12218299814686535	3.0047701405171722e-5
GART	0.09234505802990908	0.09067373636224496	0.08858730397347818	0.08941386984505142	0.11235062602132447	0.1067061725152283	0.11411935669425695	0.098009862096003	0.1047675732463833	0.10302644121612028	0.6696944682661693
GAS2	0.08139165581961227	0.07998502089166801	0.07790846355926685	0.10957184419582515	0.08958025546992117	0.12199988657310337	0.12783229599391616	0.08018098236152825	0.13325169971269374	0.09829789542246507	0.035471179953108285
GAS2L2	0.02439982463539095	0.0312886553481842	0.04915816929337007	0.02994697043084523	0.029807681580543147	0.051873984945798195	0.06360483854485918	0.08881637008374778	0.1552252164146527	0.47587828872260857	1.6182639179684957e-6
GATAD2A	0.11087428173976537	0.11868068732657819	0.10442835379371558	0.10066333240364472	0.11412443174580271	0.08512838607342325	0.07936169737184623	0.07139426587458453	0.077639800082879	0.13770476358776046	0.2962820476251976
