	x	y	RT	fragment	x_aligned	rawfile	fragment_filter
2651	12.33078827	0	12.331	b3+ 318.130	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2652	12.3575812	251.38182	12.358	b3+ 318.130	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2653	12.38443893	170.85864	12.384	b3+ 318.130	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2654	12.4111888	0	12.411	b3+ 318.130	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2655	12.43801947	0	12.438	b3+ 318.130	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2656	12.46476493	0	12.465	b3+ 318.130	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2657	12.49151813	0	12.492	b3+ 318.130	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2658	12.51820093	210.73557	12.518	b3+ 318.130	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2659	12.54481333	0	12.545	b3+ 318.130	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2660	12.571434	53.67458	12.571	b3+ 318.130	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2661	12.59804893	0	12.598	b3+ 318.130	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2662	12.62454307	0	12.625	b3+ 318.130	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2663	12.651246	0	12.651	b3+ 318.130	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b3+
2664	11.6883628	0	11.688	y9+ 1034.536	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2665	11.7149596	0	11.715	y9+ 1034.536	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2666	11.741444	175.95488	11.741	y9+ 1034.536	-0.348156	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2667	11.76802613	0	11.768	y9+ 1034.536	-0.321573867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2668	11.7947384	0	11.795	y9+ 1034.536	-0.2948616	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2669	11.82102827	0	11.821	y9+ 1034.536	-0.268571733	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2670	11.84733853	0	11.847	y9+ 1034.536	-0.242261467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2671	11.87428747	0	11.874	y9+ 1034.536	-0.215312533	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2672	11.90106173	0	11.901	y9+ 1034.536	-0.188538267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2673	11.92784667	138.81859	11.928	y9+ 1034.536	-0.161753333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2674	11.9547816	689.2428	11.955	y9+ 1034.536	-0.1348184	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2675	11.98168413	48.808125	11.982	y9+ 1034.536	-0.107915867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2676	12.0086296	0	12.009	y9+ 1034.536	-0.0809704	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2677	12.03573787	209.0783	12.036	y9+ 1034.536	-0.053862133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2678	12.0626696	45.713852	12.063	y9+ 1034.536	-0.0269304	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2679	12.0895792	245.44444	12.09	y9+ 1034.536	-2.08E-05	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2680	12.1162716	81.81625	12.116	y9+ 1034.536	0.0266716	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2681	12.14310067	1220.8627	12.143	y9+ 1034.536	0.053500667	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2682	12.1699036	33585.516	12.17	y9+ 1034.536	0.0803036	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2683	12.1965748	28126.8	12.197	y9+ 1034.536	0.1069748	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2684	12.2235112	1337.604	12.224	y9+ 1034.536	0.1339112	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2685	12.25036187	197.64606	12.25	y9+ 1034.536	0.160761867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2686	12.27732187	1565.7317	12.277	y9+ 1034.536	0.187721867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2687	12.3041452	493.37573	12.304	y9+ 1034.536	0.2145452	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2688	12.33078827	290.27246	12.331	y9+ 1034.536	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2689	12.3575812	417.9095	12.358	y9+ 1034.536	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2690	12.38443893	399.2066	12.384	y9+ 1034.536	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2691	12.4111888	271.35504	12.411	y9+ 1034.536	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2692	12.43801947	76.78375	12.438	y9+ 1034.536	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2693	12.46476493	0	12.465	y9+ 1034.536	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2694	12.49151813	0	12.492	y9+ 1034.536	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2695	12.51820093	121.87868	12.518	y9+ 1034.536	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2696	12.54481333	76.98249	12.545	y9+ 1034.536	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2697	12.571434	86.39335	12.571	y9+ 1034.536	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2698	12.59804893	0	12.598	y9+ 1034.536	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2699	12.62454307	0	12.625	y9+ 1034.536	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2700	12.651246	0	12.651	y9+ 1034.536	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9+
2701	11.6883628	324.89322	11.688	y9++ 517.772	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2702	11.7149596	0	11.715	y9++ 517.772	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2703	11.741444	187.3849	11.741	y9++ 517.772	-0.348156	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2704	11.76802613	0	11.768	y9++ 517.772	-0.321573867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2705	11.7947384	0	11.795	y9++ 517.772	-0.2948616	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2706	11.82102827	0	11.821	y9++ 517.772	-0.268571733	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2707	11.84733853	0	11.847	y9++ 517.772	-0.242261467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2708	11.87428747	119.59899	11.874	y9++ 517.772	-0.215312533	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2709	11.90106173	92.62573	11.901	y9++ 517.772	-0.188538267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2710	11.92784667	83.51567	11.928	y9++ 517.772	-0.161753333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2711	11.9547816	107.84932	11.955	y9++ 517.772	-0.1348184	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2712	11.98168413	0	11.982	y9++ 517.772	-0.107915867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2713	12.0086296	0	12.009	y9++ 517.772	-0.0809704	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2714	12.03573787	0	12.036	y9++ 517.772	-0.053862133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2715	12.0626696	0	12.063	y9++ 517.772	-0.0269304	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2716	12.0895792	137.83638	12.09	y9++ 517.772	-2.08E-05	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2717	12.1162716	0	12.116	y9++ 517.772	0.0266716	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2718	12.14310067	109.55073	12.143	y9++ 517.772	0.053500667	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2719	12.1699036	696.67224	12.17	y9++ 517.772	0.0803036	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2720	12.1965748	804.2923	12.197	y9++ 517.772	0.1069748	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2721	12.2235112	0	12.224	y9++ 517.772	0.1339112	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2722	12.25036187	468.6972	12.25	y9++ 517.772	0.160761867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2723	12.27732187	517.18176	12.277	y9++ 517.772	0.187721867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2724	12.3041452	0	12.304	y9++ 517.772	0.2145452	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2725	12.33078827	0	12.331	y9++ 517.772	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2726	12.3575812	0	12.358	y9++ 517.772	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2727	12.38443893	0	12.384	y9++ 517.772	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2728	12.4111888	0	12.411	y9++ 517.772	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2729	12.43801947	0	12.438	y9++ 517.772	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2730	12.46476493	0	12.465	y9++ 517.772	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2731	12.49151813	0	12.492	y9++ 517.772	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2732	12.51820093	0	12.518	y9++ 517.772	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2733	12.54481333	0	12.545	y9++ 517.772	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2734	12.571434	0	12.571	y9++ 517.772	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2735	12.59804893	129.92157	12.598	y9++ 517.772	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2736	12.62454307	0	12.625	y9++ 517.772	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2737	12.651246	0	12.651	y9++ 517.772	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y9++
2738	11.6883628	0	11.688	b4+ 447.172	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2739	11.7149596	0	11.715	b4+ 447.172	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2740	11.741444	0	11.741	b4+ 447.172	-0.348156	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2741	11.76802613	0	11.768	b4+ 447.172	-0.321573867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2742	11.7947384	45.14775	11.795	b4+ 447.172	-0.2948616	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2743	11.82102827	0	11.821	b4+ 447.172	-0.268571733	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2744	11.84733853	0	11.847	b4+ 447.172	-0.242261467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2745	11.87428747	0	11.874	b4+ 447.172	-0.215312533	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2746	11.90106173	0	11.901	b4+ 447.172	-0.188538267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2747	11.92784667	313.22333	11.928	b4+ 447.172	-0.161753333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2748	11.9547816	578.06995	11.955	b4+ 447.172	-0.1348184	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2749	11.98168413	49.149303	11.982	b4+ 447.172	-0.107915867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2750	12.0086296	0	12.009	b4+ 447.172	-0.0809704	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2751	12.03573787	280.36047	12.036	b4+ 447.172	-0.053862133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2752	12.0626696	211.57834	12.063	b4+ 447.172	-0.0269304	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2753	12.0895792	31.143404	12.09	b4+ 447.172	-2.08E-05	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2754	12.1162716	316.99078	12.116	b4+ 447.172	0.0266716	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2755	12.14310067	1535.7073	12.143	b4+ 447.172	0.053500667	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2756	12.1699036	19146.355	12.17	b4+ 447.172	0.0803036	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2757	12.1965748	19073.373	12.197	b4+ 447.172	0.1069748	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2758	12.2235112	1140.8224	12.224	b4+ 447.172	0.1339112	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2759	12.25036187	551.8986	12.25	b4+ 447.172	0.160761867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2760	12.27732187	1320.2618	12.277	b4+ 447.172	0.187721867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2761	12.3041452	0	12.304	b4+ 447.172	0.2145452	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2762	12.33078827	0	12.331	b4+ 447.172	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2763	12.3575812	442.77103	12.358	b4+ 447.172	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2764	12.38443893	0	12.384	b4+ 447.172	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2765	12.4111888	299.84933	12.411	b4+ 447.172	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2766	12.43801947	0	12.438	b4+ 447.172	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2767	12.46476493	0	12.465	b4+ 447.172	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2768	12.49151813	158.77057	12.492	b4+ 447.172	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2769	12.51820093	471.09586	12.518	b4+ 447.172	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2770	12.54481333	0	12.545	b4+ 447.172	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2771	12.571434	0	12.571	b4+ 447.172	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2772	12.59804893	0	12.598	b4+ 447.172	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2773	12.62454307	0	12.625	b4+ 447.172	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2774	12.651246	38.899082	12.651	b4+ 447.172	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4+
2775	11.6883628	0	11.688	b4++ 224.090	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2776	11.7149596	0	11.715	b4++ 224.090	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2777	11.741444	0	11.741	b4++ 224.090	-0.348156	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2778	11.76802613	0	11.768	b4++ 224.090	-0.321573867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2779	11.7947384	0	11.795	b4++ 224.090	-0.2948616	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2780	11.82102827	0	11.821	b4++ 224.090	-0.268571733	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2781	11.84733853	0	11.847	b4++ 224.090	-0.242261467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2782	11.87428747	0	11.874	b4++ 224.090	-0.215312533	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2783	11.90106173	0	11.901	b4++ 224.090	-0.188538267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2784	11.92784667	0	11.928	b4++ 224.090	-0.161753333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2785	11.9547816	0	11.955	b4++ 224.090	-0.1348184	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2786	11.98168413	0	11.982	b4++ 224.090	-0.107915867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2787	12.0086296	0	12.009	b4++ 224.090	-0.0809704	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2788	12.03573787	0	12.036	b4++ 224.090	-0.053862133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2789	12.0626696	0	12.063	b4++ 224.090	-0.0269304	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2790	12.0895792	0	12.09	b4++ 224.090	-2.08E-05	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2791	12.1162716	0	12.116	b4++ 224.090	0.0266716	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2792	12.14310067	0	12.143	b4++ 224.090	0.053500667	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2793	12.1699036	0	12.17	b4++ 224.090	0.0803036	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2794	12.1965748	0	12.197	b4++ 224.090	0.1069748	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2795	12.2235112	0	12.224	b4++ 224.090	0.1339112	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2796	12.25036187	0	12.25	b4++ 224.090	0.160761867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2797	12.27732187	0	12.277	b4++ 224.090	0.187721867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2798	12.3041452	155.71695	12.304	b4++ 224.090	0.2145452	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2799	12.33078827	0	12.331	b4++ 224.090	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2800	12.3575812	0	12.358	b4++ 224.090	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2801	12.38443893	0	12.384	b4++ 224.090	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2802	12.4111888	0	12.411	b4++ 224.090	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2803	12.43801947	0	12.438	b4++ 224.090	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2804	12.46476493	0	12.465	b4++ 224.090	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2805	12.49151813	0	12.492	b4++ 224.090	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2806	12.51820093	0	12.518	b4++ 224.090	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2807	12.54481333	0	12.545	b4++ 224.090	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2808	12.571434	0	12.571	b4++ 224.090	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2809	12.59804893	0	12.598	b4++ 224.090	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2810	12.62454307	0	12.625	b4++ 224.090	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2811	12.651246	0	12.651	b4++ 224.090	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	b4++
2812	11.6883628	0	11.688	y8+ 905.494	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2813	11.7149596	0	11.715	y8+ 905.494	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2814	11.741444	0	11.741	y8+ 905.494	-0.348156	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2815	11.76802613	0	11.768	y8+ 905.494	-0.321573867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2816	11.7947384	0	11.795	y8+ 905.494	-0.2948616	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2817	11.82102827	0	11.821	y8+ 905.494	-0.268571733	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2818	11.84733853	0	11.847	y8+ 905.494	-0.242261467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2819	11.87428747	0	11.874	y8+ 905.494	-0.215312533	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2820	11.90106173	108.042076	11.901	y8+ 905.494	-0.188538267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2821	11.92784667	0	11.928	y8+ 905.494	-0.161753333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2822	11.9547816	723.3081	11.955	y8+ 905.494	-0.1348184	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2823	11.98168413	378.21887	11.982	y8+ 905.494	-0.107915867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2824	12.0086296	0	12.009	y8+ 905.494	-0.0809704	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2825	12.03573787	79.84628	12.036	y8+ 905.494	-0.053862133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2826	12.0626696	209.68115	12.063	y8+ 905.494	-0.0269304	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2827	12.0895792	227.1556	12.09	y8+ 905.494	-2.08E-05	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2828	12.1162716	723.1592	12.116	y8+ 905.494	0.0266716	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2829	12.14310067	3615.5388	12.143	y8+ 905.494	0.053500667	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2830	12.1699036	51379.82	12.17	y8+ 905.494	0.0803036	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2831	12.1965748	41743.49	12.197	y8+ 905.494	0.1069748	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2832	12.2235112	2376.0022	12.224	y8+ 905.494	0.1339112	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2833	12.25036187	1062.0576	12.25	y8+ 905.494	0.160761867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2834	12.27732187	1717.3401	12.277	y8+ 905.494	0.187721867	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2835	12.3041452	703.77106	12.304	y8+ 905.494	0.2145452	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2836	12.33078827	43.863316	12.331	y8+ 905.494	0.241188267	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2837	12.3575812	838.81323	12.358	y8+ 905.494	0.2679812	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2838	12.38443893	0	12.384	y8+ 905.494	0.294838933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2839	12.4111888	287.9373	12.411	y8+ 905.494	0.3215888	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2840	12.43801947	0	12.438	y8+ 905.494	0.348419467	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2841	12.46476493	0	12.465	y8+ 905.494	0.375164933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2842	12.49151813	0	12.492	y8+ 905.494	0.401918133	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2843	12.51820093	96.29393	12.518	y8+ 905.494	0.428600933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2844	12.54481333	0	12.545	y8+ 905.494	0.455213333	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2845	12.571434	0	12.571	y8+ 905.494	0.481834	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2846	12.59804893	159.388	12.598	y8+ 905.494	0.508448933	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2847	12.62454307	0	12.625	y8+ 905.494	0.534943067	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2848	12.651246	0	12.651	y8+ 905.494	0.561646	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8+
2849	11.6883628	36.707905	11.688	y8++ 453.251	-0.4012372	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8++
2850	11.7149596	0	11.715	y8++ 453.251	-0.3746404	20240508_OA1_FAR_SA_S250_AATD_CNN_Evo12__H17	y8++
