...1	UMAP1	UMAP2	cluster	cell_id	selected_cluster	slide
27114	1.4361893	2.6339762	37	36579	37	01_rep1
27119	1.554387	1.1581346	3	36593	3	01_rep1
27137	1.8002508	0.107214384	34	36628	34	01_rep1
27167	7.486406	0.81489843	1	36677	1	01_rep1
27183	6.482753	2.6282177	31	36700	31	01_rep1
27207	9.15217	2.7485871	46	36730	46	01_rep1
27215	8.846168	2.126685	9	36739	9	01_rep1
27240	7.009301	2.329246	20	36774	20	01_rep1
27241	7.476315	0.7361021	1	36776	1	01_rep1
27276	0.0336915	0.077795886	41	36825	41	01_rep1
27281	8.4241705	2.5807676	28	36833	28	01_rep1
27301	8.8963995	2.2848547	9	36862	9	01_rep1
27309	2.1519535	1.6641161	21	36878	21	01_rep1
27336	9.08193	2.792352	46	36915	46	01_rep1
27339	3.705564	1.675913	6	36918	6	01_rep1
27358	4.9968767	1.9512259	16	36944	16	01_rep1
27378	8.397657	2.6361682	28	36974	28	01_rep1
27392	1.9724894	0.17757925	34	36992	34	01_rep1
27397	7.2354946	1.6490287	4	36997	4	01_rep1
27416	4.969129	2.1114902	16	37024	16	01_rep1
27428	7.3299108	1.4754593	4	37043	4	01_rep1
27431	1.857788	0.19738872	34	37047	34	01_rep1
27440	1.0691159	0.27375224	13	37059	13	01_rep1
27450	9.089587	2.7470663	46	37075	46	01_rep1
27472	0.7554465	0.9253497	43	37105	43	01_rep1
27493	2.8070922	0.0080363	2	37133	2	01_rep1
27508	2.1108177	1.9377806	21	37151	21	01_rep1
27523	7.7317557	2.6213436	36	37171	36	01_rep1
27524	0.17517234	2.2556677	38	37173	38	01_rep1
27538	6.961847	2.4401739	20	37193	20	01_rep1
27549	0.72563905	1.9511684	22	37209	22	01_rep1
27552	5.2140083	1.2969381	30	37215	30	01_rep1
27559	0.10310016	2.2665944	38	37225	38	01_rep1
27560	4.2568474	1.152808	47	37226	47	01_rep1
27568	0.53014845	-0.5911508	48	37235	48	01_rep1
27574	5.024182	2.13714	16	37247	16	01_rep1
27610	-0.13885684	1.787964	49	37296	49	01_rep1
27622	6.46169	2.60496	31	37315	31	01_rep1
27644	8.369762	1.5938051	44	37367	44	01_rep1
27662	9.1518910000000009	2.7518826	46	38050	46	01_rep1
27667	5.8347435	2.1891525	45	38062	45	01_rep1
27668	1.19099	-0.31408292	12	38066	12	01_rep1
27673	5.861028	2.2512174	45	38076	45	01_rep1
27692	1.1031044	-0.36050975	12	38112	12	01_rep1
27706	-0.10601769	0.9259228	17	38152	17	01_rep1
27714	5.8834887	2.2494378	45	38167	45	01_rep1
27722	5.9034433	2.1258466	45	38181	45	01_rep1
27731	5.012392	1.973346	16	38202	16	01_rep1
27775	0.7225072	2.5612903	15	38297	15	01_rep1
27799	0.09454378	2.3675425	38	38353	38	01_rep1
27801	0.80026394	2.4964416	15	38358	15	01_rep1
27838	0.48716798	-0.0037971847	18	38867	18	01_rep1
27860	7.651104	2.5450308	36	38907	36	01_rep1
27874	-0.060960714	-0.2745022	24	38931	24	01_rep1
27885	8.4375105	2.6179252	28	38953	28	01_rep1
27890	7.0409813	2.3337815	20	38963	20	01_rep1
27918	2.7593656	0.13785289	2	39015	2	01_rep1
27928	6.4838905	1.9700148	25	39032	25	01_rep1
27939	0.6181783	0.7778924	43	39055	43	01_rep1
27962	6.038256	1.5179201	7	39096	7	01_rep1
27967	1.5124868	0.98271084	3	39104	3	01_rep1
27984	-0.012844586	-0.36783743	24	39127	24	01_rep1
27987	5.7276545	0.46641114	5	39134	5	01_rep1
27997	0.7004501	1.8148874	22	39153	22	01_rep1
28001	6.0060697	1.5040606	7	39160	7	01_rep1
28015	2.4677775	0.8258506	8	39194	8	01_rep1
28020	5.890276	2.1572978	45	39206	45	01_rep1
28045	-0.054644793	-0.28071252	24	39383	24	01_rep1
28054	8.392519	1.5973856	44	39392	44	01_rep1
28059	8.889214	2.2672138	9	39397	9	01_rep1
28062	2.727885	-0.06285737	2	39402	2	01_rep1
28064	6.6172767	1.9991606	25	39405	25	01_rep1
28103	3.6569343	-0.88298035	26	39447	26	01_rep1
28112	7.600069	0.81015635	1	39457	1	01_rep1
28113	-0.03964261	-0.25807613	24	39458	24	01_rep1
28123	6.656296	0.9482483	32	39469	32	01_rep1
28125	7.9204125	1.973595	11	39471	11	01_rep1
28128	0.40372935	-0.5867496	48	39474	48	01_rep1
28140	2.8615148	-0.70807666	42	39486	42	01_rep1
28164	1.9639071	0.15724427	34	39513	34	01_rep1
28175	1.1739132	-0.23425186	12	39525	12	01_rep1
28189	2.200625	1.8513741	21	39539	21	01_rep1
28204	0.7259589	1.9059651	22	39554	22	01_rep1
28215	8.538182	2.6958404	28	39567	28	01_rep1
28230	8.01759	2.003427	11	39583	11	01_rep1
28235	5.8146133	0.53769827	5	39588	5	01_rep1
28239	2.3810523	0.8136128	8	39593	8	01_rep1
28241	2.7341256	0.06426485	2	39595	2	01_rep1
28242	6.50915	2.6533525	31	39596	31	01_rep1
28260	7.6324744	2.6525655	36	39616	36	01_rep1
28264	7.664908	2.6580803	36	39620	36	01_rep1
28272	1.1934799	-0.30605614	12	39628	12	01_rep1
28286	9.097313	2.810179	46	39642	46	01_rep1
28309	0.40229264	-0.0126313865	18	39666	18	01_rep1
28312	1.180819	-0.28240508	12	39670	12	01_rep1
28323	1.1338702	0.24001932	13	39681	13	01_rep1
28332	1.3099232	2.551663	37	39690	37	01_rep1
28336	0.7225496	1.9328755	22	39694	22	01_rep1
28349	2.4203722	0.867227	8	39709	8	01_rep1
28359	7.593775	0.7889253	1	39720	1	01_rep1
28363	-0.18468957	1.6435307	49	39724	49	01_rep1
28372	7.425087	0.8900086	1	39734	1	01_rep1
28394	3.2722764	0.9209386	40	39756	40	01_rep1
28401	0.089700125	2.322264	38	39764	38	01_rep1
28405	5.8992434	2.0781314	45	39768	45	01_rep1
28424	8.481347	2.655459	28	39787	28	01_rep1
28426	3.9479752	0.4049068	35	39789	35	01_rep1
28452	6.549551	2.088546	25	39816	25	01_rep1
28464	-0.07322131	1.779872	49	39831	49	01_rep1
28477	6.746352	0.994297	32	39845	32	01_rep1
28509	1.9335625	0.15328127	34	39878	34	01_rep1
28522	1.5351182	0.9202699	3	39891	3	01_rep1
28532	1.4897147	2.536007	37	39901	37	01_rep1
28540	6.047681	1.3867784	7	39909	7	01_rep1
28556	0.1420473	1.0210183	17	39925	17	01_rep1
28588	5.7673635	0.62385505	5	39958	5	01_rep1
28590	1.2761428	0.31397405	13	39960	13	01_rep1
28592	8.412154	2.6409767	28	39962	28	01_rep1
28598	3.8732698	1.9036847	6	39968	6	01_rep1
28601	7.245293	1.4563025	4	39972	4	01_rep1
28604	3.8009663	1.9624861	6	39975	6	01_rep1
28606	7.1924806	1.4988445	4	39978	4	01_rep1
28614	0.09112935	0.81930166	17	39987	17	01_rep1
28615	1.1807134	0.21573238	13	39988	13	01_rep1
28620	2.9026794	-0.74012965	42	39993	42	01_rep1
28625	0.48992914	-0.50882894	48	39998	48	01_rep1
28628	5.2020493	1.2872723	30	40001	30	01_rep1
28634	6.5975165	2.0959897	25	40007	25	01_rep1
28636	3.5123444	-0.19155999	33	40009	33	01_rep1
28637	2.194963	1.6645887	21	40010	21	01_rep1
28638	2.3245604	0.7856322	8	40011	8	01_rep1
28647	6.4850483	2.0662713	25	40020	25	01_rep1
28654	0.6829753	0.85365707	43	40027	43	01_rep1
28670	1.1941459	0.37730783	13	40043	13	01_rep1
28688	8.496344	2.7059784	28	40061	28	01_rep1
28701	3.6920292	1.6304873	6	40075	6	01_rep1
28718	0.8405387	2.5355396	15	40092	15	01_rep1
28727	6.4592547	2.7502415	31	40101	31	01_rep1
28746	0.17404759	2.311643	38	40120	38	01_rep1
28763	8.490069	2.6987152	28	40137	28	01_rep1
28765	3.53181	-0.32613376	33	40139	33	01_rep1
28766	9.124975	2.7907712	46	40140	46	01_rep1
28767	8.443649	2.612291	28	40141	28	01_rep1
28770	9.086459	2.7974083	46	40144	46	01_rep1
28778	3.8536272	1.7627186	6	40152	6	01_rep1
28781	6.420737	2.6206467	31	40155	31	01_rep1
28794	8.289971	1.5117474	44	40169	44	01_rep1
28796	8.071109	1.9408786	11	40172	11	01_rep1
28806	8.0005665	1.9299079	11	40184	11	01_rep1
28819	7.1001444	2.3770685	20	40197	20	01_rep1
28831	1.2097117	0.36496338	13	40209	13	01_rep1
28860	8.467117	1.5024624	44	40240	44	01_rep1
28869	6.4164033	2.6673253	31	40249	31	01_rep1
28871	1.1485322	-1.1969492	29	40251	29	01_rep1
28874	8.971621	2.1949284	9	40254	9	01_rep1
28877	4.203087	1.2541332	47	40257	47	01_rep1
28878	1.1289381	0.32431525	13	40258	13	01_rep1
28897	7.9079943	2.0102549	11	40279	11	01_rep1
28947	8.419538	2.7314456	28	40335	28	01_rep1
28971	8.7948265	2.1344087	9	40361	9	01_rep1
28973	4.19468	-1.0066004	14	40363	14	01_rep1
28981	4.8716216	-0.77727336	39	40371	39	01_rep1
28983	5.6536555	0.5212656	5	40373	5	01_rep1
28987	4.2954	1.2887908	47	40377	47	01_rep1
28992	5.0299087	1.9640187	16	40383	16	01_rep1
29071	9.054331	2.7373426	46	40464	46	01_rep1
29088	8.930588	2.2816966	9	40481	9	01_rep1
29089	4.8859835	1.9819839	16	40482	16	01_rep1
29108	9.148744	2.7372806	46	40501	46	01_rep1
29112	8.385832	1.5175014	44	40505	44	01_rep1
29124	5.9381347	2.1138775	45	40519	45	01_rep1
29134	3.7735596	1.7674698	6	40529	6	01_rep1
29156	6.6354513	0.88637763	32	40551	32	01_rep1
29162	7.904092	2.002964	11	40557	11	01_rep1
29189	8.444513	1.4905785	44	40584	44	01_rep1
29195	0.5062426	-0.5913027	48	40590	48	01_rep1
29204	6.610811	0.18935415	23	40600	23	01_rep1
29260	2.821688	-0.8383721	42	40659	42	01_rep1
29283	8.426312	2.7104762	28	40682	28	01_rep1
29284	4.022806	0.46837088	35	40683	35	01_rep1
29301	9.117003	2.765438	46	40703	46	01_rep1
29338	8.887874	2.1017652	9	40741	9	01_rep1
29342	6.4561586	2.602352	31	40746	31	01_rep1
29363	6.4131837	2.6798213	31	40768	31	01_rep1
29365	2.8843029	-0.81064016	42	40770	42	01_rep1
29366	7.677122	2.5672715	36	40771	36	01_rep1
29371	3.4169025	0.9183437	40	40776	40	01_rep1
29372	6.5914044	0.16740534	23	40778	23	01_rep1
29418	2.4909859	0.80900687	8	40827	8	01_rep1
29422	5.173422	1.2381778	30	40831	30	01_rep1
29423	4.827379	0.24816771	19	40832	19	01_rep1
29445	1.8363507	0.09963671	34	40854	34	01_rep1
29447	3.3934615	0.9359379	40	40856	40	01_rep1
29463	7.5415664	0.80265415	1	40872	1	01_rep1
29471	8.956251	2.1626027	9	40880	9	01_rep1
29482	7.448852	0.86172783	1	40891	1	01_rep1
29484	7.0582285	2.366464	20	40893	20	01_rep1
29501	7.410174	0.8498088	1	40911	1	01_rep1
29556	8.387861	1.5339969	44	40972	44	01_rep1
29561	7.635207	2.6628835	36	40977	36	01_rep1
29571	0.0018591506	1.643967	49	40988	49	01_rep1
29597	7.9864364	2.0822964	11	41017	11	01_rep1
29612	9.143046	2.7423885	46	41034	46	01_rep1
29619	6.0337725	1.3686874	7	41042	7	01_rep1
29626	5.960552	1.4495527	7	41049	7	01_rep1
29631	4.935395	0.21348575	19	41054	19	01_rep1
29633	8.535619	2.6668715	28	41056	28	01_rep1
29636	1.2374909	0.42197755	13	41059	13	01_rep1
29655	8.939884	2.1327035	9	41079	9	01_rep1
29657	4.9133267	0.3238599	19	41081	19	01_rep1
29665	1.2016492	-0.30650142	12	41090	12	01_rep1
29667	8.012005	2.0863044	11	41092	11	01_rep1
29719	1.8034583	-0.58341354	10	41144	10	01_rep1
29730	9.119954	2.7392325	46	41155	46	01_rep1
29782	1.0805805	-1.1408561	29	41208	29	01_rep1
29816	8.447343	2.5715036	28	41244	28	01_rep1
29826	5.1839733	1.2555023	30	41255	30	01_rep1
29829	6.4681897	1.9644113	25	41259	25	01_rep1
29846	-0.03901833	-0.33312434	24	41278	24	01_rep1
29849	3.5445285	-0.7876276	26	41282	26	01_rep1
29885	8.466691	1.5017089	44	41325	44	01_rep1
29889	3.9781115	0.46711865	35	41330	35	01_rep1
29906	7.4168243	0.87753963	1	41349	1	01_rep1
29907	8.27104	1.4953934	44	41350	44	01_rep1
29916	5.096796	1.183892	30	41361	30	01_rep1
29938	8.398052	1.5261086	44	41387	44	01_rep1
29945	1.0139242	-1.2370715	29	41395	29	01_rep1
29964	9.078933	2.802422	46	41422	46	01_rep1
29973	4.963274	2.0694976	16	41436	16	01_rep1
29999	-0.07805002	1.6316231	49	41466	49	01_rep1
30008	6.5411725	2.0273433	25	41478	25	01_rep1
30022	3.4041634	-0.30269796	33	41499	33	01_rep1
30049	9.148266	2.7303011	46	41534	46	01_rep1
30056	7.0080724	2.4625947	20	41542	20	01_rep1
30058	8.425764	2.668939	28	41545	28	01_rep1
30083	8.925985	2.1052809	9	41586	9	01_rep1
30086	8.958306	2.2579048	9	41592	9	01_rep1
30092	8.875738	2.197004	9	41618	9	01_rep1
30116	9.091569	2.7333539	46	41678	46	01_rep1
30123	9.082021	2.742073	46	41691	46	01_rep1
30129	8.965382	2.2294648	9	41704	9	01_rep1
30143	2.7724392	0.096054986	2	41733	2	01_rep1
30144	9.114951	2.7039075	46	41740	46	01_rep1
30146	8.279813	1.5461328	44	41745	44	01_rep1
30162	8.399691	2.651106	28	42432	28	01_rep1
30164	7.1947956	1.6312277	4	42434	4	01_rep1
30190	6.7175183	0.20748736	23	42474	23	01_rep1
30208	4.3439565	1.2433743	47	42500	47	01_rep1
30218	5.670737	0.64998835	5	42515	5	01_rep1
30245	-0.027692402	1.0555775	17	42555	17	01_rep1
30247	7.4525337	0.87481123	1	42559	1	01_rep1
30248	6.07171	1.3953843	7	42560	7	01_rep1
30259	7.60718	0.7868348	1	42579	1	01_rep1
30260	6.991119	2.4529033	20	42580	20	01_rep1
30266	1.8655729	0.14145273	34	42588	34	01_rep1
30274	3.8913934	0.3656294	35	42604	35	01_rep1
30331	9.117005	2.7905772	46	42701	46	01_rep1
30339	8.540917	2.6812057	28	42714	28	01_rep1
30340	0.63352346	0.8029331	43	42715	43	01_rep1
30349	3.6458952	1.6570966	6	42728	6	01_rep1
30367	8.006026	1.9881989	11	42754	11	01_rep1
30368	3.3438387	0.9881414	40	42758	40	01_rep1
30373	5.8260007	2.1139681	45	42764	45	01_rep1
30374	7.776282	2.649923	36	42765	36	01_rep1
30375	3.4432137	1.0040231	40	42766	40	01_rep1
30395	8.509511	2.687473	28	42800	28	01_rep1
30414	1.2390453	-0.33365145	12	42831	12	01_rep1
30448	1.8899454	-0.63540804	10	42877	10	01_rep1
30454	8.31985	1.5569302	44	42886	44	01_rep1
30465	1.2640992	0.28320378	13	42902	13	01_rep1
30467	8.547072	2.6713803	28	42905	28	01_rep1
30477	7.0068297	2.4823685	20	42919	20	01_rep1
30479	5.0410924	0.2582031	19	42922	19	01_rep1
30487	7.405796	0.82426125	1	42931	1	01_rep1
30527	4.956875	0.19379982	19	42992	19	01_rep1
30539	3.8652213	1.7672774	6	43006	6	01_rep1
30546	8.86244	2.2928805	9	43015	9	01_rep1
30566	1.4668317	1.0395815	3	43042	3	01_rep1
30589	6.60227	0.21850346	23	43077	23	01_rep1
30590	1.0321954	-1.0983958	29	43078	29	01_rep1
30594	8.2684145	1.5107461	44	43084	44	01_rep1
30651	7.4825444	0.7806992	1	43159	1	01_rep1
30652	7.9770184	1.9239742	11	43160	11	01_rep1
30653	0.46941996	-0.06341746	18	43161	18	01_rep1
30662	8.383211	2.6600893	28	43179	28	01_rep1
30663	6.682012	0.14515233	23	43180	23	01_rep1
30683	9.146881	2.7736475	46	43210	46	01_rep1
30757	5.938268	1.4935766	7	43325	7	01_rep1
30768	-0.06074247	-0.24142928	24	43341	24	01_rep1
30778	6.4936996	1.9940138	25	43357	25	01_rep1
30788	0.49903458	-0.5237026	48	43372	48	01_rep1
30800	4.2768784	-0.39016432	50	43391	50	01_rep1
30801	5.800511	2.2082293	45	43392	45	01_rep1
30820	9.068287	2.7257378	46	43421	46	01_rep1
30835	6.7699695	0.9543483	32	43445	32	01_rep1
30839	6.6223273	0.20780092	23	43451	23	01_rep1
30887	7.6564765	2.68652	36	43529	36	01_rep1
30888	6.501696	1.9380535	25	43532	25	01_rep1
30921	4.983023	0.1431819	19	43601	19	01_rep1
30942	3.509493	-0.13209364	33	43652	33	01_rep1
30949	6.543281	1.9258382	25	43670	25	01_rep1
0	2.495731	5.025583	8	158	8	01_rep2
39	2.5031998	5.0345387	8	255	8	01_rep2
97	3.4607475	5.2553167	45	379	45	01_rep2
148	3.4432023	5.292705	45	472	45	01_rep2
179	3.7758853	6.6181073	50	513	50	01_rep2
192	2.4252315	4.9901934	8	529	8	01_rep2
200	1.5195762	4.847656	29	539	29	01_rep2
204	1.5808823	4.888503	29	544	29	01_rep2
284	2.4770403	5.0095973	8	652	8	01_rep2
405	2.787658	5.696982	12	1619	12	01_rep2
487	0.5149981	5.774669	35	1721	35	01_rep2
491	-0.27121043	5.8184123	43	1726	43	01_rep2
503	-0.2979619	5.848933	43	1743	43	01_rep2
550	-0.9996658	6.5882034	26	1853	26	01_rep2
553	2.6616223	5.6668797	12	1861	12	01_rep2
585	3.3768835	5.264479	45	2046	45	01_rep2
610	1.1178054	5.3474703	10	2584	10	01_rep2
632	1.9084173	5.442704	40	2642	40	01_rep2
721	3.3870707	5.260972	45	2780	45	01_rep2
730	1.8537278	5.519263	40	2790	40	01_rep2
753	0.4185196	5.736769	35	2817	35	01_rep2
762	1.1308109	5.3313775	10	2828	10	01_rep2
767	3.5480714	5.9528995	28	2833	28	01_rep2
850	3.4342346	5.282357	45	3004	45	01_rep2
877	2.0853012	6.286456	19	3036	19	01_rep2
878	1.55232	4.832885	29	3037	29	01_rep2
940	1.5858617	4.84657	29	3108	29	01_rep2
1022	2.0481818	6.2420926	19	3202	19	01_rep2
1066	1.8829738	5.4397807	40	3250	40	01_rep2
1075	2.5310133	5.0018916	8	3263	8	01_rep2
1105	0.5471119	5.754303	35	3298	35	01_rep2
1147	2.4965494	5.0487123	8	3348	8	01_rep2
1174	1.5299592	4.884742	29	3382	29	01_rep2
1214	1.5781215	4.8979506	29	3432	29	01_rep2
1244	1.5588853	4.8335757	29	3476	29	01_rep2
1263	13.851937	7.5242233	4	3502	4	01_rep2
1290	1.5238051	4.89787	29	3552	29	01_rep2
1398	3.3843396	5.295611	45	3787	45	01_rep2
1424	-0.3176385	5.8654237	43	3817	43	01_rep2
1428	2.0971227	6.30162	19	3821	19	01_rep2
1461	1.5450242	4.854795	29	3883	29	01_rep2
1464	3.3980856	5.273198	45	3888	45	01_rep2
1482	2.040571	6.2415085	19	3921	19	01_rep2
1490	1.5378084	4.911913	29	3932	29	01_rep2
1491	2.5036418	5.03064	8	3939	8	01_rep2
1505	13.14229	7.2849436	30	3959	30	01_rep2
1509	2.4677384	5.017858	8	3966	8	01_rep2
1528	0.026012462	7.235397	36	3998	36	01_rep2
1583	-0.3535821	5.807479	43	4301	43	01_rep2
1585	3.4368134	5.2630315	45	4305	45	01_rep2
1648	10.301403	2.7659802	38	6482	38	01_rep2
1652	10.280033	2.758294	38	6494	38	01_rep2
1777	11.966449	7.765753	21	7110	21	01_rep2
1781	11.371769	7.183817	25	7127	25	01_rep2
1815	11.702439	4.3365235	7	7225	7	01_rep2
1833	13.2251425	7.270387	30	7257	30	01_rep2
1876	13.342166	8.059935	47	7326	47	01_rep2
1935	13.746896	6.634692	37	7418	37	01_rep2
1939	12.169827	5.85663	13	7422	13	01_rep2
1955	10.308942	2.7407174	38	7445	38	01_rep2
1971	13.032877	5.9308057	31	7472	31	01_rep2
1990	12.750448	8.502382	6	7510	6	01_rep2
2041	11.413969	7.9240856	24	7589	24	01_rep2
2107	12.308908	7.1652136	14	7691	14	01_rep2
2136	12.164056	5.8744535	13	7741	13	01_rep2
2167	14.71569	7.7340612	41	7797	41	01_rep2
2189	15.328529	6.7980027	39	7830	39	01_rep2
2249	12.597981	7.911504	44	7910	44	01_rep2
2294	13.291127	8.05229	47	7965	47	01_rep2
2317	1.1196854	5.3340774	10	8039	10	01_rep2
2438	-0.2596929	5.858414	43	8232	43	01_rep2
2460	1.8599024	5.4667454	40	8270	40	01_rep2
2487	-1.0490512	6.578894	26	8468	26	01_rep2
2531	-0.9674511	7.1597114	23	8529	23	01_rep2
2575	-0.99883884	6.5873756	26	8616	26	01_rep2
2585	2.9888642	6.546982	15	8641	15	01_rep2
2587	-0.34222436	5.904765	43	8643	43	01_rep2
2590	-0.96084905	7.1587553	23	8658	23	01_rep2
2624	-1.0082538	6.55016	26	8722	26	01_rep2
2730	2.705453	5.730703	12	8895	12	01_rep2
2746	3.001512	6.5491858	15	8919	15	01_rep2
2776	-0.979196	6.5620284	26	8972	26	01_rep2
2817	-0.97212607	7.1767254	23	9040	23	01_rep2
2905	0.46852258	5.7083893	35	9179	35	01_rep2
2930	-0.29073936	5.871176	43	9210	43	01_rep2
2937	2.7148154	5.651254	12	9232	12	01_rep2
2959	-0.9436326	7.1538897	23	9267	23	01_rep2
2963	-0.9451505	7.162746	23	9277	23	01_rep2
3000	-0.9823412	6.5580096	26	9343	26	01_rep2
3053	0.51882017	5.7662454	35	9415	35	01_rep2
3054	11.54317	5.8665442	18	9417	18	01_rep2
3062	1.1172762	5.312964	10	9427	10	01_rep2
3153	1.5744871	4.855753	29	9560	29	01_rep2
3176	13.786047	5.756923	48	9595	48	01_rep2
3184	2.0936048	6.276432	19	9605	19	01_rep2
3240	14.644376	6.9654393	22	9693	22	01_rep2
3310	12.791242	6.564352	1	9801	1	01_rep2
3339	14.662369	6.9694843	22	9864	22	01_rep2
3385	12.709922	8.564164	6	9936	6	01_rep2
3423	10.314095	2.7553263	38	9987	38	01_rep2
3444	1.1392272	5.3017826	10	10684	10	01_rep2
3498	-0.3609966	5.8539243	43	10809	43	01_rep2
3530	0.53777015	5.7285786	35	10883	35	01_rep2
3557	2.099784	6.247937	19	10943	19	01_rep2
3608	-0.06299413	7.239838	36	11054	36	01_rep2
3621	-0.95289594	7.1711264	23	11083	23	01_rep2
3643	-0.9861288	6.5631657	26	11120	26	01_rep2
3644	2.0815804	6.2063046	19	11122	19	01_rep2
3753	3.5983303	5.9520307	28	11541	28	01_rep2
3784	2.7185097	5.706148	12	11578	12	01_rep2
3816	0.81916517	6.4086905	2	11616	2	01_rep2
3836	11.72531	4.2562027	7	11642	7	01_rep2
3839	2.5208163	5.0030127	8	11647	8	01_rep2
3859	14.688031	7.7350245	41	11680	41	01_rep2
3878	13.259893	8.056891	47	11713	47	01_rep2
3917	13.302905	8.129656	47	11781	47	01_rep2
3925	12.17066	5.8700223	13	11793	13	01_rep2
3949	11.887259	7.6966605	21	11825	21	01_rep2
4002	13.051731	5.95215	31	11899	31	01_rep2
4008	13.907704	7.555932	4	11908	4	01_rep2
4030	13.045245	5.932634	31	11935	31	01_rep2
4038	10.2981	2.7569087	38	11947	38	01_rep2
4042	12.171025	5.867021	13	11952	13	01_rep2
4054	12.210278	5.07358	33	11970	33	01_rep2
4105	15.298351	6.7934484	39	12185	39	01_rep2
4113	0.44832587	5.6776	35	12201	35	01_rep2
4138	11.396202	7.9482183	24	12259	24	01_rep2
4158	1.5652738	4.8800497	29	12300	29	01_rep2
4199	3.6533325	5.942843	28	12384	28	01_rep2
4403	15.259933	7.4305744	17	12882	17	01_rep2
4436	12.045936	8.448578	16	12939	16	01_rep2
4458	11.3701315	7.876866	24	12977	24	01_rep2
4460	11.277233	7.181866	25	12984	25	01_rep2
4518	1.5063245	4.8979106	29	13079	29	01_rep2
4528	2.9539204	6.5071588	15	13095	15	01_rep2
4595	12.021007000000001	8.515364	16	13211	16	01_rep2
4636	-0.04066314	7.209081	36	13284	36	01_rep2
4670	2.448283	5.0453224	8	13334	8	01_rep2
4698	12.631268	8.551511	6	13369	6	01_rep2
4704	12.672182	8.537882	6	13378	6	01_rep2
4773	3.8575864	6.6114726	50	13479	50	01_rep2
4802	12.596326	7.957633	44	13529	44	01_rep2
4815	3.786142	6.6371236	50	13559	50	01_rep2
4867	11.036249	6.4017415	11	13673	11	01_rep2
4870	15.261985	7.3996	17	13683	17	01_rep2
4895	11.92191	6.600385	42	13765	42	01_rep2
4903	1.5733585	4.865024	29	13782	29	01_rep2
4969	-0.93943137	7.124435	23	13863	23	01_rep2
4976	0.038292523	7.2556143	36	13871	36	01_rep2
5003	0.91081005	6.3452387	2	13900	2	01_rep2
5043	0.037665676	7.262352	36	13952	36	01_rep2
5081	2.9536836	6.5698757	15	13995	15	01_rep2
5118	3.4457746	5.2468233	45	14045	45	01_rep2
5305	1.5797732	4.920473	29	14268	29	01_rep2
5315	2.9797084	6.45618	15	14278	15	01_rep2
5355	12.34343	7.1301236	14	14322	14	01_rep2
5399	3.7779386	6.527099	50	14379	50	01_rep2
5442	4.155188	5.6338687	49	14431	49	01_rep2
5443	3.5669112	5.978442	28	14432	28	01_rep2
5481	0.4818123	5.7531247	35	14479	35	01_rep2
5503	3.3985994	5.297554	45	14505	45	01_rep2
5504	2.514802	5.025052	8	14506	8	01_rep2
5524	1.1500714	5.2772555	10	14531	10	01_rep2
5527	3.765214	6.600284	50	14534	50	01_rep2
5623	0.47680154	5.6910048	35	14654	35	01_rep2
5634	3.758076	6.6029944	50	14670	50	01_rep2
5685	12.217814	5.8368783	13	16124	13	01_rep2
5695	12.623767	7.9616685	44	16184	44	01_rep2
5708	12.659033	8.4915495	6	16206	6	01_rep2
5717	13.821101	5.719596	48	16219	48	01_rep2
5729	13.82535	7.4601674	4	16235	4	01_rep2
5746	12.672487	8.50431	6	16260	6	01_rep2
5750	11.961063	7.7153955	21	16267	21	01_rep2
5797	13.818653	7.51462	4	16326	4	01_rep2
5896	12.775959	6.6251955	1	16440	1	01_rep2
5943	14.740501	7.639651	41	16491	41	01_rep2
5995	11.985352	7.6950536	21	16548	21	01_rep2
6029	13.175209	7.286227	30	16583	30	01_rep2
6129	12.776031	6.589222	1	16697	1	01_rep2
6138	14.757567	7.715062	41	16708	41	01_rep2
6217	13.8800125	7.5535626	4	16799	4	01_rep2
6288	15.297626	7.3642645	17	16880	17	01_rep2
6311	13.825604	7.489566	4	16906	4	01_rep2
6313	13.314603	8.082609	47	16908	47	01_rep2
6388	15.276822	7.4729295	17	16988	17	01_rep2
6415	11.66702	4.3262134	7	17018	7	01_rep2
6444	15.31913	6.8487825	39	17050	39	01_rep2
6455	11.540438	5.8682766	18	17063	18	01_rep2
6505	13.811076	5.747742	48	17116	48	01_rep2
6601	11.530703	5.050506	27	17221	27	01_rep2
6625	12.555226	7.8825545	44	17247	44	01_rep2
6638	11.501693	5.83045	18	17262	18	01_rep2
6665	13.778345	5.796067	48	17292	48	01_rep2
6707	14.688477	6.9557867	22	17339	22	01_rep2
6724	12.993551	5.957873	31	17357	31	01_rep2
6726	13.928805	7.527929	4	17359	4	01_rep2
6732	14.672669	6.9810843	22	17367	22	01_rep2
6744	12.687762	4.592234	34	17381	34	01_rep2
6745	13.268302	8.077062	47	17382	47	01_rep2
6758	11.963406	7.7524586	21	17398	21	01_rep2
6772	11.463293	5.925681	18	17412	18	01_rep2
6795	13.179386	7.2312717	30	17438	30	01_rep2
6817	10.319381	2.751405	38	17462	38	01_rep2
6932	12.707749	4.572985	34	17595	34	01_rep2
6969	12.826386	6.600969	1	17642	1	01_rep2
7064	12.172671	5.9033265	13	17758	13	01_rep2
7071	13.134158	7.2994375	30	17768	30	01_rep2
7077	14.704884	7.0151057	22	17775	22	01_rep2
7103	13.772958	6.618748	37	17804	37	01_rep2
