...1	UMAP1	UMAP2	cluster	cell_id	selected_cluster	slide
66707	3.552951	5.95869	28	96208	28	01_rep2
66717	15.299427	7.3828573	17	96220	17	01_rep2
66854	12.363002	7.1676526	14	96374	14	01_rep2
66890	11.0001135	6.300515	11	96418	11	01_rep2
66933	11.998822	6.5825424	42	96467	42	01_rep2
66958	3.4268553	5.2515645	45	96494	45	01_rep2
66965	11.95327	6.5393057	42	96501	42	01_rep2
67062	10.305223	2.752095	38	96625	38	01_rep2
67165	3.3750563	5.2940197	45	96812	45	01_rep2
67188	12.739121	8.569961	6	96839	6	01_rep2
67325	14.694075	7.695285	41	97014	41	01_rep2
67354	11.899306	6.567967	42	97062	42	01_rep2
67485	3.5965805	5.947697	28	97606	28	01_rep2
67536	3.8163438	6.5345974	50	97703	50	01_rep2
67552	3.8039944	6.566097	50	97725	50	01_rep2
67587	4.1138153	5.660134	49	97775	49	01_rep2
67597	4.1110444	5.7259874	49	97787	49	01_rep2
67726	3.4726348	5.278744	45	97994	45	01_rep2
67731	11.519894	5.0118647	27	98049	27	01_rep2
67764	11.509806	5.912694	18	98110	18	01_rep2
67767	12.324516	7.223509	14	98113	14	01_rep2
67782	11.379723	7.175528	25	98129	25	01_rep2
67816	10.911001	5.2829175	46	98164	46	01_rep2
67891	13.151827	7.2467794	30	98242	30	01_rep2
67912	12.197288	5.1264005	33	98264	33	01_rep2
67946	12.712818	8.5874605	6	98301	6	01_rep2
67964	12.373304	7.2188945	14	98320	14	01_rep2
67983	14.7031	7.6788754	41	98341	41	01_rep2
67989	10.774397	4.463279	9	98347	9	01_rep2
67999	14.879979	6.1819777	5	98357	5	01_rep2
68028	12.378296	7.170729	14	98388	14	01_rep2
68089	12.73704	8.53272	6	98451	6	01_rep2
68160	15.2651005	6.825419	39	98525	39	01_rep2
68168	13.179528	7.3327894	30	98533	30	01_rep2
68174	15.2897835	7.437096	17	98539	17	01_rep2
68239	10.891256	5.2584205	46	98605	46	01_rep2
68304	10.864811	5.2562866	46	98671	46	01_rep2
68404	11.935697	7.7169514	21	98782	21	01_rep2
68421	11.366269	7.069238	25	98801	25	01_rep2
68521	14.696947	7.731141	41	98942	41	01_rep2
68544	3.4119952	5.2810006	45	99240	45	01_rep2
68565	2.9213305	6.4680176	15	99287	15	01_rep2
68567	3.7479591	6.599043	50	99291	50	01_rep2
68575	2.878987	6.5108128	15	99307	15	01_rep2
68708	11.947054	6.5938625	42	99621	42	01_rep2
68716	13.029911	5.891913	31	99630	31	01_rep2
68720	12.03603	8.501849	16	99640	16	01_rep2
68732	11.0373955	6.3230915	11	99658	11	01_rep2
68764	3.4055617	5.3326197	45	99708	45	01_rep2
68778	14.715755	7.0460653	22	99724	22	01_rep2
68820	3.8289883	6.6131306	50	99797	50	01_rep2
68879	12.672263	8.587619	6	100519	6	01_rep2
68898	-0.32922357	6.711808	3	100662	3	01_rep2
68934	10.987923	3.7066865	32	102181	32	01_rep2
68947	12.548254	7.947476	44	102208	44	01_rep2
68950	4.157957	5.732711	49	102212	49	01_rep2
68988	13.915724	7.49063	4	102257	4	01_rep2
68989	1.7991362	5.4546213	40	102258	40	01_rep2
69022	2.9342048	6.5718694	15	102302	15	01_rep2
69066	11.015858	3.6989012	32	102611	32	01_rep2
69068	12.796445	6.576503	1	102614	1	01_rep2
69072	2.9614818	6.5701547	15	102620	15	01_rep2
69091	11.991799	8.487019	16	102650	16	01_rep2
69094	11.026149	3.7437901	32	102653	32	01_rep2
69246	14.656449	7.693176	41	102867	41	01_rep2
69349	12.536079	7.9379406	44	106618	44	01_rep2
69361	12.373518	7.2232633	14	106665	14	01_rep2
69420	10.294697	2.7440035	38	106776	38	01_rep2
69469	11.686874	4.3482656	7	106862	7	01_rep2
69480	11.411937	7.9821033	24	106874	24	01_rep2
69544	11.381862	7.937102	24	106971	24	01_rep2
69552	12.02879	8.459616	16	106982	16	01_rep2
69607	13.84299	7.5182014	4	107057	4	01_rep2
69619	13.886831	7.5480056	4	107069	4	01_rep2
69650	13.326673	8.05144	47	107111	47	01_rep2
69742	13.293978	8.102888	47	107246	47	01_rep2
69836	14.671427	7.6778235	41	107803	41	01_rep2
69886	11.892042	6.6383862	42	107875	42	01_rep2
69920	12.33834	7.186815	14	107919	14	01_rep2
69968	13.911558	7.4773517	4	107973	4	01_rep2
70022	14.673743	7.712897	41	108045	41	01_rep2
70036	10.908467	5.3233237	46	108066	46	01_rep2
70039	12.787133	6.521809	1	108071	1	01_rep2
70048	11.257376	7.083507	25	108082	25	01_rep2
70127	13.3251	8.120937	47	108173	47	01_rep2
70186	10.284112	2.7523828	38	108250	38	01_rep2
70198	14.900121	6.2755957	5	108264	5	01_rep2
70254	11.905173	6.52604	42	108335	42	01_rep2
70286	11.980114	7.689349	21	108376	21	01_rep2
70303	12.394449	7.194799	14	108404	14	01_rep2
70307	12.351447	7.233457	14	108410	14	01_rep2
70527	13.0021105	5.9234567	31	108702	31	01_rep2
70570	13.178945	5.1906757	20	108759	20	01_rep2
70585	13.2552595	8.105882	47	108782	47	01_rep2
70605	11.316829	7.1607823	25	108808	25	01_rep2
70628	14.852698	6.2750006	5	108839	5	01_rep2
70674	1.5108784	4.847519	29	108901	29	01_rep2
70845	4.0849423	5.6564493	49	109142	49	01_rep2
70895	-0.32113913	6.7004056	3	109213	3	01_rep2
70996	1.8115076	5.438659	40	109334	40	01_rep2
71004	3.456797	5.3286686	45	109343	45	01_rep2
71056	0.825022	6.368047	2	109405	2	01_rep2
71079	2.0701294	6.280871	19	109435	19	01_rep2
71097	0.45645294	5.7464414	35	109454	35	01_rep2
71127	1.5986569	4.863013	29	109485	29	01_rep2
71135	1.5663586	4.8929653	29	109496	29	01_rep2
71151	0.8637095	6.355298	2	109515	2	01_rep2
71199	1.8276793	5.4940443	40	109569	40	01_rep2
71265	3.4207106	5.2469788	45	109639	45	01_rep2
71282	2.0758693	6.179766	19	109657	19	01_rep2
71294	1.5906006	4.8609295	29	109670	29	01_rep2
71354	3.4357836	5.283888	45	109737	45	01_rep2
71434	1.8130318	5.4671826	40	109831	40	01_rep2
71487	0.4321049	5.7109885	35	109894	35	01_rep2
71506	1.503397	4.858228	29	109917	29	01_rep2
71551	1.5152829	4.868979	29	109970	29	01_rep2
71588	2.4759226	5.032983	8	110016	8	01_rep2
71610	0.4840241	5.7979736	35	110041	35	01_rep2
71637	2.4900432	4.99817	8	110076	8	01_rep2
71646	1.547492	4.923746	29	110086	29	01_rep2
71680	3.4394028	5.3302913	45	110136	45	01_rep2
71748	1.8585712	5.4493628	40	110233	40	01_rep2
71852	2.156626	6.21145	19	110623	19	01_rep2
71879	0.4637695	5.7494707	35	110665	35	01_rep2
71890	2.0717504	6.2656655	19	110684	19	01_rep2
71941	0.5162445	5.679469	35	110772	35	01_rep2
71985	-0.27235857	6.6823225	3	110842	3	01_rep2
71993	12.077787	8.523154	16	110854	16	01_rep2
72086	2.9570348	6.5457015	15	111023	15	01_rep2
72106	0.45011893	5.6812406	35	111049	35	01_rep2
72110	2.094686	6.168696	19	111055	19	01_rep2
72137	2.972134	6.5825725	15	111142	15	01_rep2
72196	0.42482537	5.715915	35	111312	35	01_rep2
72219	0.45430863	5.742732	35	111521	35	01_rep2
72246	-0.037637226	7.241449	36	111556	36	01_rep2
72295	3.7542799	6.5773716	50	111623	50	01_rep2
72366	3.6445036	5.9093704	28	111739	28	01_rep2
72394	3.5584168	5.9412246	28	111815	28	01_rep2
72401	4.074325	5.7131653	49	111828	49	01_rep2
72406	10.313909	2.7966452	38	111835	38	01_rep2
72458	-0.015285595	7.298092	36	111921	36	01_rep2
72486	0.9298928	6.3818645	2	111960	2	01_rep2
72524	3.7307844	6.6077127	50	112003	50	01_rep2
72567	2.7205095	5.673912	12	112059	12	01_rep2
72616	0.91636837	6.426545	2	112119	2	01_rep2
72633	2.5016875	5.022226	8	112136	8	01_rep2
72702	1.5073217	4.875337	29	112214	29	01_rep2
72742	0.80297	6.3761396	2	112261	2	01_rep2
72775	10.307298	2.7954226	38	112295	38	01_rep2
72879	1.5085813	4.8422046	29	112410	29	01_rep2
72884	-0.35292152	6.687328	3	112415	3	01_rep2
72924	1.9051257	5.4431543	40	112457	40	01_rep2
72971	3.3823328	5.260138	45	112504	45	01_rep2
73022	0.5162458	5.7009435	35	112557	35	01_rep2
73057	4.1105757	5.74394	49	112594	49	01_rep2
73065	1.5274086	4.8487353	29	112602	29	01_rep2
73076	0.013180766	7.2663403	36	112615	36	01_rep2
73216	4.1410723	5.6705875	49	112764	49	01_rep2
73220	0.8527902	6.34457	2	112769	2	01_rep2
73225	-0.354813	5.803071	43	112775	43	01_rep2
73230	-0.30418846	6.6228404	3	112780	3	01_rep2
73243	-0.024788769	7.1979904	36	112794	36	01_rep2
73312	-0.9705002	6.584201	26	112871	26	01_rep2
73342	4.141413	5.7102704	49	112902	49	01_rep2
73376	0.8580433	6.4338193	2	112936	2	01_rep2
73417	0.80610764	6.3736014	2	112980	2	01_rep2
73453	2.730029	5.7168508	12	113019	12	01_rep2
73455	3.6291833	5.925805	28	113021	28	01_rep2
73476	2.7655776	5.6708083	12	113046	12	01_rep2
73549	-0.031146206	7.2167964	36	113124	36	01_rep2
73557	1.8816574	5.4303474	40	113133	40	01_rep2
73579	1.1554834	5.319026	10	113156	10	01_rep2
73606	4.184547	5.675649	49	113183	49	01_rep2
73619	-1.0110148	6.5581307	26	113197	26	01_rep2
73625	0.8554233	6.451842	2	113204	2	01_rep2
73637	-1.0305533	6.596878	26	113216	26	01_rep2
73653	-0.30436698	6.675093	3	113234	3	01_rep2
73654	-0.3224512	6.676139	3	113235	3	01_rep2
73673	2.4634707	5.028624	8	113257	8	01_rep2
73700	-0.93609816	7.1992226	23	113288	23	01_rep2
73719	-0.2742042	6.65479	3	113307	3	01_rep2
73727	2.4519563	4.983265	8	113315	8	01_rep2
73750	-0.36440185	5.8502083	43	113339	43	01_rep2
73827	-0.3500084	6.6849594	3	113425	3	01_rep2
73840	-0.3431806	5.845356	43	113439	43	01_rep2
73841	-0.2765004	5.7925267	43	113440	43	01_rep2
73889	-0.31069076	6.6337643	3	113491	3	01_rep2
73953	-0.9037811	7.181821	23	113561	23	01_rep2
73966	-0.3289351	6.690424	3	113574	3	01_rep2
74042	1.1468856	5.355445	10	113737	10	01_rep2
74055	-0.31173265	6.649265	3	113759	3	01_rep2
74069	-0.3354581	5.8940945	43	113810	43	01_rep2
74083	-0.29459718	5.829802	43	113835	43	01_rep2
74103	2.4676752	4.9825854	8	113865	8	01_rep2
74289	-0.30644935	5.8996434	43	114100	43	01_rep2
74427	-0.028145552	7.278442	36	114262	36	01_rep2
74439	-0.27499732	6.665166	3	114279	3	01_rep2
74536	-0.95998096	7.14273	23	114393	23	01_rep2
74597	-0.8584186	7.1936054	23	114464	23	01_rep2
74651	0.02642898	7.2567105	36	114532	36	01_rep2
74663	2.4487646	5.063394	8	114545	8	01_rep2
74670	-0.057645638	7.196118	36	114556	36	01_rep2
74678	0.86057734	6.314263	2	114567	2	01_rep2
74721	1.876542	5.4386044	40	114616	40	01_rep2
74811	-0.902016	7.136256	23	114724	23	01_rep2
74851	-0.29141757	6.623387	3	114768	3	01_rep2
74853	3.567086	5.9331136	28	114770	28	01_rep2
74893	2.0669591	6.278513	19	114817	19	01_rep2
74896	2.7871828	5.6922045	12	114821	12	01_rep2
74909	-0.91007537	7.163271	23	114834	23	01_rep2
74968	2.4407716	4.9827013000000004	8	114895	8	01_rep2
74983	3.8209062	6.549443	50	114914	50	01_rep2
74999	1.5094686	4.847397	29	114930	29	01_rep2
75026	2.5184195	5.0580583	8	114960	8	01_rep2
75082	4.087953	5.735913	49	115023	49	01_rep2
75110	-0.31215912	6.6329117	3	115054	3	01_rep2
75179	4.1346555	5.696753	49	115125	49	01_rep2
75199	1.5158881	4.9008946	29	115146	29	01_rep2
75245	1.8043422	5.4714303	40	115194	40	01_rep2
75250	11.533897	5.8720393	18	115199	18	01_rep2
75280	-0.97402006	7.196981	23	115230	23	01_rep2
75299	0.5027302	5.7956038	35	115249	35	01_rep2
75347	0.90336555	6.3433423	2	115299	2	01_rep2
75389	-0.9505122	7.18539	23	115343	23	01_rep2
75472	3.7341385	6.610396	50	115426	50	01_rep2
75497	10.805243	4.4953604	9	115451	9	01_rep2
75632	1.5818789	4.8485494	29	115590	29	01_rep2
75658	1.8859848	5.4307427	40	115616	40	01_rep2
75668	4.154445	5.746199	49	115626	49	01_rep2
75686	-0.91423786	7.2177024	23	115644	23	01_rep2
75731	0.89557767	6.397205	2	115690	2	01_rep2
75825	1.1336839	5.3142095	10	115788	10	01_rep2
75834	3.3971062	5.2530937	45	115798	45	01_rep2
75856	0.89705366	6.357591	2	115820	2	01_rep2
75867	-0.8726009	7.2217126	23	115831	23	01_rep2
75896	2.0561066	6.2855783	19	115862	19	01_rep2
75906	-0.25684085	5.8049793	43	115872	43	01_rep2
75909	3.5587287	5.9329076	28	115875	28	01_rep2
75915	1.8631041	5.480467	40	115881	40	01_rep2
75928	1.1756073	5.343097	10	115896	10	01_rep2
75935	3.6010723	5.982564	28	115903	28	01_rep2
75956	0.9367422	6.4475226	2	115925	2	01_rep2
75973	2.5044696	5.0537143	8	115943	8	01_rep2
75984	4.148148	5.740171	49	115954	49	01_rep2
76000	1.5915226	4.835351	29	115971	29	01_rep2
76019	1.9020077	5.464736	40	115991	40	01_rep2
76063	2.4833016	5.000309	8	116037	8	01_rep2
76070	3.8499436	6.5739336	50	116044	50	01_rep2
76083	3.3779588	5.294189	45	116059	45	01_rep2
76162	-0.91099095	7.179851	23	116139	23	01_rep2
76218	3.607196	5.8912354	28	116196	28	01_rep2
76222	1.8860841	5.4187093	40	116200	40	01_rep2
76228	2.9903367	6.516281	15	116206	15	01_rep2
76264	-0.32848042	6.677922	3	116243	3	01_rep2
76305	-0.9865365	6.581947	26	116285	26	01_rep2
76390	0.01181005	7.2233047	36	116371	36	01_rep2
76442	1.1636728	5.2924004	10	116426	10	01_rep2
76444	0.9521328	6.437427	2	116428	2	01_rep2
76477	4.1179857	5.7533193	49	116462	49	01_rep2
76545	0.843961	6.3918276	2	116530	2	01_rep2
76563	2.4774368	5.052511	8	116549	8	01_rep2
76574	2.5285108	5.005793	8	116561	8	01_rep2
76580	-0.34410924	6.7113595	3	116567	3	01_rep2
76590	3.4044187	5.245903	45	116577	45	01_rep2
76598	2.5127895	5.0329976	8	116585	8	01_rep2
76642	-0.36518273	6.686642	3	116630	3	01_rep2
76656	3.6192224	5.9101295	28	116644	28	01_rep2
76747	1.1282375	5.360892	10	116737	10	01_rep2
76786	0.8787036	6.313386	2	116777	2	01_rep2
76806	2.475143	4.9770365	8	116797	8	01_rep2
76810	1.1915414	5.3075876	10	116802	10	01_rep2
76926	-0.25146386	5.8434615	43	116920	43	01_rep2
76980	-0.31222647	6.678736	3	116975	3	01_rep2
77049	0.858223	6.377226	2	117046	2	01_rep2
77132	2.691982	5.681207	12	117326	12	01_rep2
77190	3.447695	5.3171887	45	117434	45	01_rep2
77290	2.1091268	6.1775737	19	117912	19	01_rep2
77300	2.6843688	5.697387	12	117938	12	01_rep2
77327	-0.30036464	5.8056593	43	117996	43	01_rep2
77343	4.111343	5.7407804	49	118023	49	01_rep2
77473	-0.31550768	5.775981	43	118207	43	01_rep2
77647	-0.32826462	5.8644147	43	118458	43	01_rep2
77710	11.375472	7.9369383	24	118540	24	01_rep2
77773	1.8353695	5.4066176	40	119014	40	01_rep2
77788	3.5693457	5.9604855	28	119067	28	01_rep2
77826	3.4201388	5.2773013	45	119136	45	01_rep2
77903	-0.0689791	7.247299	36	119281	36	01_rep2
77939	1.1229107	5.265849	10	119370	10	01_rep2
77953	0.4881952	5.7996836	35	119391	35	01_rep2
77976	2.5424693	5.011167	8	119442	8	01_rep2
78007	1.8601902	5.5026236	40	119943	40	01_rep2
78023	2.7428215	5.6445932	12	119973	12	01_rep2
78108	-0.33314082	6.7168217	3	120178	3	01_rep2
78158	-0.25182128	5.8101373	43	120435	43	01_rep2
78225	2.7858737	5.6991253	12	120554	12	01_rep2
78247	1.1398096	5.3310323	10	120579	10	01_rep2
78284	0.8916081	6.3310847	2	120690	2	01_rep2
78297	-0.31832975	6.6287627	3	120705	3	01_rep2
78338	-0.25910863	5.8590775	43	120747	43	01_rep2
78357	0.48886073	5.677303	35	120767	35	01_rep2
78377	-1.0204463	6.5708632	26	120788	26	01_rep2
78567	0.86223775	6.419735	2	120982	2	01_rep2
78571	-0.9772171	6.5825	26	120986	26	01_rep2
78578	4.126419	5.749888	49	120993	49	01_rep2
78579	-0.3084605	5.8337407	43	120994	43	01_rep2
78585	1.1444764	5.327895	10	121000	10	01_rep2
78636	2.5291007	5.0317836	8	121053	8	01_rep2
78745	11.643504	4.2753477	7	121165	7	01_rep2
78811	-0.32605577	6.706548	3	121232	3	01_rep2
78827	-1.0433952	6.5709066	26	121250	26	01_rep2
78939	-0.022926774	7.2292747	36	121364	36	01_rep2
78941	-0.32830775	6.663268	3	121366	3	01_rep2
78952	2.7247405	5.6996007	12	121377	12	01_rep2
78968	11.482102	5.817882	18	121396	18	01_rep2
79039	0.8364909	6.352519	2	121471	2	01_rep2
79136	-1.0027612	6.55106	26	121579	26	01_rep2
79241	-0.24758978	5.869009	43	121696	43	01_rep2
79286	-0.27893448	6.6299944	3	121746	3	01_rep2
79299	4.124608	5.654253	49	121761	49	01_rep2
79322	0.84997135	6.3679123	2	121787	2	01_rep2
79345	-0.89009666	7.2169304	23	121811	23	01_rep2
79453	-0.3507631	6.6752367	3	121930	3	01_rep2
79539	4.1590767	5.735167	49	122026	49	01_rep2
79593	3.4402497	5.260608	45	122090	45	01_rep2
79607	-1.0334598	6.5505843	26	122107	26	01_rep2
79638	-0.3617485	6.664429	3	122142	3	01_rep2
79681	2.6999981	5.6393905	12	122200	12	01_rep2
79691	-1.0144736	6.552266	26	122213	26	01_rep2
79718	1.8486264	5.4211006	40	122250	40	01_rep2
79749	-0.29574803	5.826848	43	122291	43	01_rep2
79767	-0.30142367	5.9080925	43	122313	43	01_rep2
79812	-0.99666286	6.542702	26	122378	26	01_rep2
79876	3.4034247	5.305793	45	122471	45	01_rep2
79882	-1.0130287	6.509192	26	122480	26	01_rep2
79899	-0.2990749	6.6393495	3	122500	3	01_rep2
79902	2.6493778	5.693605	12	122505	12	01_rep2
79908	4.0701885	5.6954913	49	122514	49	01_rep2
80113	-1.0110254	6.5670066	26	122805	26	01_rep2
80236	1.8820121	5.446957	40	122963	40	01_rep2
80238	-1.01408	6.534853	26	122965	26	01_rep2
80300	0.8490735	6.449907	2	123057	2	01_rep2
80313	1.8846118	5.4110703000000004	40	123076	40	01_rep2
80323	2.668307	5.6980624	12	123091	12	01_rep2
80342	2.7465518	5.739472	12	123116	12	01_rep2
80353	4.0850043	5.648025	49	123127	49	01_rep2
80416	0.43481454	5.694263	35	123214	35	01_rep2
80463	4.13748	5.6804123	49	123268	49	01_rep2
80467	2.0567632	6.2597284	19	123272	19	01_rep2
80498	-0.9309906	7.1407876	23	123308	23	01_rep2
80547	0.5175196	5.774991	35	123366	35	01_rep2
80591	1.8434327	5.428576	40	123421	40	01_rep2
80673	-1.0437751	6.569188	26	123518	26	01_rep2
80676	0.9009538	6.42679	2	123521	2	01_rep2
80684	-0.33706874	6.6879196	3	123534	3	01_rep2
80747	3.5907457	5.9460125	28	123610	28	01_rep2
80789	0.4366393	5.7391586	35	123664	35	01_rep2
80809	2.4667788	5.067057	8	123692	8	01_rep2
80884	3.394776	5.335001	45	123806	45	01_rep2
80903	-0.3340153	6.7138906	3	123836	3	01_rep2
80926	-0.8842345	7.194452	23	123869	23	01_rep2
81022	-0.039407793000000003	7.287223	36	124078	36	01_rep2
81023	-0.3110308	6.7111626	3	124079	3	01_rep2
81062	-0.9257471	7.2139244	23	124118	23	01_rep2
81145	2.0426195	6.2332783	19	124203	19	01_rep2
81205	1.1559799	5.3141294	10	124266	10	01_rep2
81209	-0.9664685	6.55973	26	124270	26	01_rep2
81436	2.9864836	6.5934963	15	124508	15	01_rep2
81473	0.88409626	6.4163523	2	124547	2	01_rep2
81476	2.5044892	5.0336785	8	124550	8	01_rep2
81522	1.567784	4.8617864	29	124597	29	01_rep2
81529	-0.019656967	7.2036433	36	124604	36	01_rep2
81548	-0.3290308	5.853436	43	124623	43	01_rep2
81552	0.94899446	6.415579	2	124627	2	01_rep2
81562	3.3968022	5.312418	45	124638	45	01_rep2
81608	-0.9684244	6.571832	26	124687	26	01_rep2
81639	2.6917238	5.6413593	12	124719	12	01_rep2
81667	2.1299548	6.288118	19	124748	19	01_rep2
81674	2.6733446	5.689635	12	124755	12	01_rep2
81796	0.9257507	6.4403567	2	124880	2	01_rep2
81802	-0.2884338	6.6917844	3	124886	3	01_rep2
81835	3.4202147	5.280993	45	124920	45	01_rep2
81910	2.0841422	6.2126346	19	124998	19	01_rep2
81973	0.9358392	6.3487325	2	125062	2	01_rep2
82002	2.1082032	6.299677	19	125092	19	01_rep2
82006	-0.28018528	6.702906	3	125096	3	01_rep2
82095	4.1014285	5.7180595	49	125188	49	01_rep2
82136	0.8998669	6.464356	2	125230	2	01_rep2
82177	0.013211623	7.239493	36	125273	36	01_rep2
82198	2.912118	6.464465	15	125294	15	01_rep2
82201	11.050313	3.7887514	32	125298	32	01_rep2
82222	0.9644369	6.388959	2	125320	2	01_rep2
82235	0.81427914	6.4288244	2	125333	2	01_rep2
82281	-1.022165	6.5133004	26	125380	26	01_rep2
82314	-0.3544835	6.6963706	3	125414	3	01_rep2
82378	-0.9386985	7.1889324	23	125482	23	01_rep2
82394	0.44029176	5.7307024	35	125498	35	01_rep2
82425	2.431995	4.998984	8	125529	8	01_rep2
82448	0.9653759	6.3659987	2	125553	2	01_rep2
82454	1.5838923	4.826309	29	125559	29	01_rep2
82545	3.6090212	5.9268203	28	125653	28	01_rep2
82575	-0.330726	5.8760223	43	125684	43	01_rep2
82592	-1.0547479	6.5775175	26	125702	26	01_rep2
82662	0.8967494	6.3962994	2	125775	2	01_rep2
82671	-0.2871049	6.6310434	3	125786	3	01_rep2
82685	0.95435	6.343811	2	125801	2	01_rep2
82696	-0.8834701	7.230454	23	125812	23	01_rep2
82776	0.46788555	5.727747	35	125898	35	01_rep2
82790	4.0819263	5.649392	49	125913	49	01_rep2
82883	2.694366	5.728487	12	126008	12	01_rep2
82905	0.45725355	5.7177386	35	126030	35	01_rep2
82947	2.0538056	6.2937403	19	126073	19	01_rep2
82992	-0.28291374	6.625082	3	126119	3	01_rep2
82996	-0.03772701	7.2642927	36	126123	36	01_rep2
83005	-0.31817114	6.668891	3	126132	3	01_rep2
83013	1.9045277	5.438418	40	126141	40	01_rep2
83022	1.8330593	5.495639	40	126152	40	01_rep2
83039	0.4758834	5.6982975	35	126169	35	01_rep2
83082	0.8439007	6.3634033	2	126213	2	01_rep2
83090	-0.3417074	6.677004	3	126221	3	01_rep2
83095	13.12815	5.230354	20	126226	20	01_rep2
83165	-0.9632832	7.1617413	23	126299	23	01_rep2
83171	10.799803	4.473185	9	126305	9	01_rep2
83240	0.018409062	7.2091374	36	126375	36	01_rep2
83303	3.453334	5.2732086	45	126440	45	01_rep2
83328	11.465051	5.052089	27	126465	27	01_rep2
83331	-0.33093297	6.6710024	3	126468	3	01_rep2
83374	2.1068099	6.2714148	19	126513	19	01_rep2
83473	2.949884	6.4712253	15	126617	15	01_rep2
83494	-1.0416495	6.554393	26	126639	26	01_rep2
83611	2.7150671	5.716543	12	126763	12	01_rep2
83635	-1.0300698	6.5955524	26	126789	26	01_rep2
83666	0.9488115	6.3677597	2	126821	2	01_rep2
83706	-0.034743275	7.242898	36	126864	36	01_rep2
83764	2.7108269	5.6418467	12	126927	12	01_rep2
83897	0.00997167	7.2428403	36	127077	36	01_rep2
83931	-0.3304594	6.654379	3	127113	3	01_rep2
83935	0.9068245	6.3716288	2	127117	2	01_rep2
83936	3.4168634	5.2300878	45	127118	45	01_rep2
83940	3.812399	6.588537	50	127122	50	01_rep2
83946	3.578976	5.8974833	28	127128	28	01_rep2
83961	-1.0183164	6.5549664	26	127143	26	01_rep2
83992	1.8554631	5.448027	40	127176	40	01_rep2
84012	-1.0034409	6.5631323	26	127199	26	01_rep2
84060	-0.033879127	7.270843	36	127253	36	01_rep2
84150	2.482176	5.0661583	8	127346	8	01_rep2
84176	0.8596791	6.3891363	2	127377	2	01_rep2
84211	-0.304947	6.6774254	3	127412	3	01_rep2
84235	-1.0129563	6.5811605	26	127438	26	01_rep2
84242	4.1377673	5.7010894	49	127449	49	01_rep2
84321	-0.04506674	7.2457166	36	127596	36	01_rep2
84343	3.4202523	5.2870746	45	127653	45	01_rep2
84708	-0.24889942	5.8016624	43	128207	43	01_rep2
84750	2.4978867	4.9832244	8	128255	8	01_rep2
84785	-0.29129252	5.8876557	43	128294	43	01_rep2
84822	-0.32599455	6.711304	3	128339	3	01_rep2
84826	-0.24937037	5.8892684	43	128343	43	01_rep2
84970	-0.36143798	5.8024635	43	128511	43	01_rep2
84980	1.1437432	5.349476	10	128521	10	01_rep2
85000	3.4584453	5.2840533	45	128544	45	01_rep2
85004	1.8939267	5.4800324	40	128548	40	01_rep2
85035	2.7154715	5.6932364	12	128585	12	01_rep2
85087	3.441922	5.2839403	45	128643	45	01_rep2
12	-1.3654314	5.2976804	37	33	37	02
13	2.0664961	2.1996136	27	34	27	02
46	4.75333	2.9594913	20	95	20	02
73	3.6288984	4.6258154	4	130	4	02
185	-1.4938815	4.5622725	40	293	40	02
205	2.1057749	2.1423476	27	321	27	02
263	4.2513113	3.7076843	41	608	41	02
279	2.0751088	2.8821728	45	648	45	02
360	2.950705	3.2425494	26	847	26	02
365	2.1061127	2.8461175	45	853	45	02
585	2.9237273	2.4612029	2	1123	2	02
654	2.0938892	2.1671562	27	1206	27	02
932	-0.60701287	5.6081786	30	1591	30	02
1011	-0.59874034	5.573596	30	1694	30	02
1018	1.1864733	2.6869714	39	1708	39	02
1123	4.500069	4.4834156	33	1879	33	02
1153	-2.230378	4.6855106	14	1955	14	02
1163	-1.3549317	5.3008885	37	1973	37	02
1221	4.530496	4.448404	33	2058	33	02
1253	-0.63227993	5.6202893	30	2104	30	02
1284	2.0250847	2.1811368	27	2144	27	02
1339	-0.6140044	5.5511065	30	2220	30	02
1422	-2.1953518	5.3153386	21	2340	21	02
1776	3.4942567	3.8785484	47	2947	47	02
1889	2.095847	2.8283033	45	3112	45	02
1970	2.9492333	2.3874779	2	3227	2	02
2004	2.0989585	2.8246834	45	3271	45	02
2105	2.9469795	3.298629	26	3401	26	02
2112	2.9835432	3.3100169	26	3408	26	02
2149	2.9472733	2.3825142	2	3457	2	02
2280	-0.57525265	5.5460844	30	3626	30	02
2413	2.0587654	2.131693	27	3788	27	02
2443	2.8893905	2.3963416	2	3824	2	02
2570	2.061362	2.1274996	27	3981	27	02
2819	2.05968	2.148608	27	4273	27	02
3196	3.6144123	4.607857	4	4702	4	02
3371	-2.1712227	5.3737626	21	5055	21	02
3377	9.132037	2.8772829	22	5062	22	02
3405	10.012892	3.0452967	36	5092	36	02
3467	2.9295034	3.304305	26	5163	26	02
3519	9.991373	3.0710237	36	5228	36	02
3583	-1.863632	4.0392137	44	5304	44	02
3592	0.07057148	4.6979623	42	5313	42	02
3650	-1.5023134	4.5384717	40	5383	40	02
3894	2.0779338	2.1814895	27	5664	27	02
3963	-1.8806942	4.0602827	44	5743	44	02
3990	2.0943909	2.2018259	27	5775	27	02
4055	-0.63180965	5.5754156	30	5848	30	02
4144	2.99218	3.3212538	26	5946	26	02
4150	3.807388	2.76477	17	5953	17	02
4237	0.36606276	2.41193	5	6052	5	02
4293	-1.3567963	5.342263	37	6124	37	02
4400	0.10302306	4.6705103	42	6254	42	02
