,UMAP1,UMAP2,cluster,cell_id,selected_cluster
47640,10.557733,5.0012236,46,71104,0
47641,12.177758,8.436147,16,71105,0
47642,14.6965685,6.3234944,5,71106,0
47643,13.586972,5.6475153,48,71107,0
47644,12.548455,6.787073,1,71108,0
47645,11.621747,5.6663475,18,71109,0
47646,11.787091,5.0549393,27,71111,0
47647,15.179891,6.8676834,39,71112,0
47648,15.231569,7.193616,17,71113,0
47649,11.035382,5.0466223,46,71114,0
47650,11.732401,6.4587903,42,71115,0
47651,11.361179,6.201383,18,71116,0
47652,12.552857,7.549693,44,71117,0
47653,11.861603,6.985984,42,71118,0
47654,12.179151,7.611307,21,71119,0
47655,12.573185,6.112118,13,71120,0
47656,14.905961,7.734373,41,71121,0
47657,12.842461,7.6402197,44,71122,0
47658,12.856743,6.477136,1,71123,0
47659,13.237392,7.820983,47,71124,0
47660,11.954073,4.2650332,7,71125,0
47661,12.39079,6.272906,13,71126,0
47662,15.236271,6.543687,39,71127,0
47663,11.159658,5.369226,46,71128,0
47664,13.689059,7.728735,4,71129,0
47665,12.292025,6.587351,42,71131,0
47666,11.966466,6.6351876,42,71132,42
47667,15.433893,7.6571827,17,71133,0
47668,12.928794,6.8730717,1,71134,0
47669,12.411462,7.524957,14,71135,0
47670,11.296243,4.904435,27,71136,0
47671,12.453854,7.198396,14,71137,0
47672,12.464462,7.649743,44,71138,0
47673,12.1355095,7.0667133,14,71139,0
47674,13.55494,6.271524,37,71140,0
47675,11.324184,5.16347,27,71141,0
47676,11.33882,6.08802,18,71142,0
47677,12.037255,6.5776844,42,71143,0
47678,11.237331,7.7096596,24,71144,0
47679,12.623342,6.885381,1,71145,0
47680,13.391569,5.7731853,48,71146,0
47681,13.216248,4.7611256,20,71147,0
47682,14.801494,6.591553,22,71148,0
47683,15.465676,6.759072,39,71149,0
47684,13.429208,6.7247424,37,71150,0
47685,12.253169,5.214997,33,71151,0
47686,13.127848,7.339927,30,71152,0
47687,12.3639,8.407313,6,71153,0
47688,13.819482,6.4425745,37,71154,0
47689,14.946735,5.9727726,5,71155,0
47690,13.796182,8.042797,47,71156,0
47691,13.780564,7.2990255,4,71157,0
47692,11.983153,6.1365185,13,71158,0
47693,15.322273,6.5271134,39,71160,0
47694,11.150959,3.9194033,32,71161,0
47695,12.912003,4.6574197,34,71162,0
47696,13.142185,8.382325,47,71163,0
47697,12.485049,8.2206545,44,71164,0
47698,15.088634,6.5990887,39,71165,0
47699,14.733288,7.625411,41,71166,41
47700,12.230463,7.729037,21,71167,0
47701,11.592344,7.9406214,24,71168,0
47702,12.462458,7.429369,14,71169,0
47703,15.267935,6.421294,5,71170,0
47704,12.901654,6.7746572,1,71171,0
47705,12.356677,7.7985187,44,71172,0
47706,12.760791,8.530075,6,71173,0
47707,13.8517885,6.7359858,37,71174,0
47708,13.053265,5.908665,31,71175,31
47709,11.73737,5.833612,18,71176,0
47710,12.561201,7.4698453,14,71177,0
47711,11.614676,6.633044,42,71178,0
47712,12.999325,7.2603207,30,71179,0
47713,12.050591,4.397318,7,71180,0
47714,11.363256,7.528632,24,71181,0
47715,11.25653,7.757966,24,71183,0
47716,15.377755,7.483857,17,71184,0
47717,14.507917,7.8248935,41,71185,0
47718,13.855448,5.848082,48,71186,0
47719,11.683779,5.171974,27,71187,0
47720,14.651615,7.6469183,41,71188,0
47721,12.180613,7.6387467,21,71189,0
47722,13.426632,7.598307,30,71190,0
47723,12.835255,6.9923134,1,71191,0
47724,11.754353,7.8700004,21,71192,0
47725,11.075089,5.2202916,46,71193,0
47726,11.303313,5.357359,27,71195,0
47727,13.001149,5.186746,20,71196,0
47728,11.040477,7.7023177,24,71197,0
47729,13.534567,8.3123665,47,71198,0
47730,12.393275,5.920449,13,71199,0
47731,11.660644,5.5658293,18,71200,0
47732,12.269079,4.133447,34,71201,0
47733,15.162869,7.016214,39,71202,0
47734,13.919333,7.9103727,4,71203,0
47735,11.650976,6.161922,18,71204,0
47736,14.903405,6.8034935,22,71205,0
47737,13.663933,6.2691846,37,71206,0
47738,11.376869,7.868506,24,71207,24
47739,13.181377,7.4141216,30,71208,0
47740,14.818098,6.710485,22,71209,0
47741,13.501267,4.7548165,20,71210,0
47742,13.970281,6.4441953,37,71211,0
47743,12.173795,7.2267346,14,71212,0
47744,14.035382,5.6746855,48,71213,0
47745,14.584882,7.1668277,22,71214,0
47746,11.43934,5.3835616,27,71216,0
47747,12.623653,7.502992,44,71217,0
47748,13.151009,5.7098217,31,71218,0
47749,15.425696,7.3580728,17,71219,0
47750,15.128707,6.709236,39,71220,0
47751,13.097511,5.70974,31,71221,0
47752,11.89808,4.677437,7,71222,0
47753,14.97258,7.4533973,41,71223,0
47754,11.808103,3.8095596,7,71224,0
47755,12.568857,5.873079,13,71225,0
47756,14.907729,7.659339,41,71226,0
47757,14.931942,6.819917,22,71227,0
47758,11.529295,8.323941,24,71228,0
47759,13.15944,6.2434635,31,71230,0
47760,12.990223,6.739268,1,71231,0
47761,11.8463,4.660444,7,71232,0
47762,11.03072,7.614291,24,71233,0
47763,13.566134,7.52365,4,71234,0
47764,14.5237665,7.627495,41,71235,0
47765,15.248468,7.661927,17,71236,0
47766,10.683929,5.0529847,46,71238,0
47767,10.947399,3.2045562,32,71239,0
47768,13.818125,5.894147,48,71240,0
47769,12.109925,7.107158,14,71241,0
47770,13.605486,7.6408286,4,71242,0
47771,10.53882,5.8182707,46,71243,0
47772,11.183695,5.560499,18,71244,0
47773,12.212212,8.59385,16,71245,0
47774,13.796742,6.807018,37,71246,0
47775,12.691724,6.1810546,1,71247,0
47776,11.156605,6.3969665,11,71248,0
47777,15.295765,7.3336396,17,71249,0
47778,11.738936,7.5199995,21,71250,0
47779,15.039648,7.7967744,41,71251,0
47780,12.86533,8.062206,44,71252,0
47781,13.001815,5.9226236,31,71253,31
47782,12.609533,5.7270303,13,71254,0
47783,11.333853,5.664121,18,71255,0
47784,12.058317,5.864144,13,71256,0
47785,11.86005,5.5281253,13,71257,0
47786,10.9081955,6.2991605,11,71258,0
47787,12.033297,8.650995,16,71259,0
47788,11.712833,6.3584294,42,71260,0
47789,13.40976,6.998242,30,71261,0
47790,13.2903595,6.076024,31,71262,0
47791,14.131617,6.287985,37,71263,0
47792,14.381746,6.541699,22,71264,0
